season_id,episode,challenge,format,role,winner
s12_fresh_meat,1,Stuck on Me,pair,prize,Coral Smith
s12_fresh_meat,1,Stuck on Me,pair,prize,Evan Starkman
s12_fresh_meat,2,Bushwhacked,pair,prize,Coral Smith
s12_fresh_meat,2,Bushwhacked,pair,prize,Evan Starkman
s12_fresh_meat,3,Hang On,pair,prize,Coral Smith
s12_fresh_meat,3,Hang On,pair,prize,Evan Starkman
s12_fresh_meat,4,Jail Break,pair,prize,Theo von Kurnatowski
s12_fresh_meat,4,Jail Break,pair,prize,Chanda Sneed
s12_fresh_meat,5,Climber's Paradise,pair,prize,Coral Smith
s12_fresh_meat,5,Climber's Paradise,pair,prize,Evan Starkman
s12_fresh_meat,6,Rollin' in Oats,pair,prize,Coral Smith
s12_fresh_meat,6,Rollin' in Oats,pair,prize,Evan Starkman
s12_fresh_meat,7,Crossed Paths,pair,prize,Theo von Kurnatowski
s12_fresh_meat,7,Crossed Paths,pair,prize,Chanda Sneed
s12_fresh_meat,8,Incredible Deflating Kayak,pair,prize,Shane Landrum
s12_fresh_meat,8,Incredible Deflating Kayak,pair,prize,Linette Gallo
s12_fresh_meat,9,Swimming with Sharks,pair,prize,Shane Landrum
s12_fresh_meat,9,Swimming with Sharks,pair,prize,Linette Gallo
s12_fresh_meat,10,Human Ox Pull,pair,prize,Darrell Taylor
s12_fresh_meat,10,Human Ox Pull,pair,prize,Aviv Melmed
s12_fresh_meat,11,Batten Down the Hatches,pair,prize,Derrick Kosinski
s12_fresh_meat,11,Batten Down the Hatches,pair,prize,Diem Brown
s12_fresh_meat,12,Jump Down Under,pair,prize,Derrick Kosinski
s12_fresh_meat,12,Jump Down Under,pair,prize,Diem Brown
s12_fresh_meat,13,Deep Blue,pair,prize,Derrick Kosinski
s12_fresh_meat,13,Deep Blue,pair,prize,Diem Brown
s12_fresh_meat,14,Target Training,pair,prize,Darrell Taylor
s12_fresh_meat,14,Target Training,pair,prize,Aviv Melmed
s12_fresh_meat,15,What a Croc,pair,prize,Tina Barta
s12_fresh_meat,15,What a Croc,pair,prize,Kenny Santucci
