season_id,episode,ep_ord,player_a,player_b,weight,event_type,format
s35_total_madness,final,9000,Kyle Christie,Rogan O'Connor,2.0,final_within,final
s35_total_madness,final,9000,Kaycee Clark,Cory Wharton,2.0,final_within,final
s35_total_madness,final,9000,Kaycee Clark,Bayleigh Dayton,2.0,final_within,final
s35_total_madness,final,9000,Kaycee Clark,Faysal Shafaat,2.0,final_within,final
s35_total_madness,final,9000,Kaycee Clark,Melissa Reeves,2.0,final_within,final
s35_total_madness,final,9000,Kaycee Clark,Rogan O'Connor,2.0,final_within,final
s35_total_madness,final,9000,Cory Wharton,Faysal Shafaat,2.0,final_within,final
s35_total_madness,final,9000,Cory Wharton,Melissa Reeves,2.0,final_within,final
s35_total_madness,final,9000,Cory Wharton,Rogan O'Connor,2.0,final_within,final
s35_total_madness,final,9000,Bayleigh Dayton,Faysal Shafaat,2.0,final_within,final
s35_total_madness,final,9000,Bayleigh Dayton,Melissa Reeves,2.0,final_within,final
s35_total_madness,final,9000,Bayleigh Dayton,Rogan O'Connor,2.0,final_within,final
s35_total_madness,final,9000,Faysal Shafaat,Rogan O'Connor,2.0,final_within,final
s35_total_madness,final,9000,Melissa Reeves,Rogan O'Connor,2.0,final_within,final
s35_total_madness,final,9000,Johnny Bananas,Jordan Wiseley,1.0,final_field,final
s35_total_madness,final,9000,Johnny Bananas,Asaf Goren,1.0,final_field,final
s35_total_madness,final,9000,Johnny Bananas,Stephen Bear,1.0,final_field,final
s35_total_madness,final,9000,Johnny Bananas,Josh Martinez,1.0,final_field,final
s35_total_madness,final,9000,Johnny Bananas,CT Tamburello,1.0,final_field,final
s35_total_madness,final,9000,Johnny Bananas,Swaggy C Williams,1.0,final_field,final
s35_total_madness,final,9000,Johnny Bananas,Jay Starrett,1.0,final_field,final
s35_total_madness,final,9000,Johnny Bananas,Nelson Thomas,1.0,final_field,final
s35_total_madness,final,9000,Johnny Bananas,Wes Bergmann,1.0,final_field,final
s35_total_madness,final,9000,Kaycee Clark,Mattie Lynn Breaux,1.0,final_field,final
s35_total_madness,final,9000,Kaycee Clark,Ashley Mitchell,1.0,final_field,final
s35_total_madness,final,9000,Kaycee Clark,Tori Deal,1.0,final_field,final
s35_total_madness,final,9000,Kaycee Clark,Jenna Compono,1.0,final_field,final
s35_total_madness,final,9000,Kaycee Clark,Kailah Casillas-Bird,1.0,final_field,final
s35_total_madness,final,9000,Kaycee Clark,Big T Fazakerley,1.0,final_field,final
s35_total_madness,final,9000,Kaycee Clark,Jenn Lee,1.0,final_field,final
s35_total_madness,final,9000,Kaycee Clark,Dee Nguyen,1.0,final_field,final
s35_total_madness,final,9000,Kaycee Clark,Nany González,1.0,final_field,final
s35_total_madness,final,9000,Kaycee Clark,Aneesa Ferreira,1.0,final_field,final
s35_total_madness,final,9000,Faysal Shafaat,Jordan Wiseley,1.0,final_field,final
s35_total_madness,final,9000,Faysal Shafaat,Asaf Goren,1.0,final_field,final
s35_total_madness,final,9000,Faysal Shafaat,Stephen Bear,1.0,final_field,final
s35_total_madness,final,9000,Faysal Shafaat,Josh Martinez,1.0,final_field,final
s35_total_madness,final,9000,Faysal Shafaat,CT Tamburello,1.0,final_field,final
s35_total_madness,final,9000,Faysal Shafaat,Swaggy C Williams,1.0,final_field,final
s35_total_madness,final,9000,Faysal Shafaat,Jay Starrett,1.0,final_field,final
s35_total_madness,final,9000,Faysal Shafaat,Nelson Thomas,1.0,final_field,final
s35_total_madness,final,9000,Faysal Shafaat,Wes Bergmann,1.0,final_field,final
s35_total_madness,final,9000,Jenny West,Mattie Lynn Breaux,1.0,final_field,final
s35_total_madness,final,9000,Jenny West,Ashley Mitchell,1.0,final_field,final
s35_total_madness,final,9000,Jenny West,Tori Deal,1.0,final_field,final
s35_total_madness,final,9000,Jenny West,Jenna Compono,1.0,final_field,final
s35_total_madness,final,9000,Jenny West,Kailah Casillas-Bird,1.0,final_field,final
s35_total_madness,final,9000,Jenny West,Big T Fazakerley,1.0,final_field,final
s35_total_madness,final,9000,Jenny West,Jenn Lee,1.0,final_field,final
s35_total_madness,final,9000,Jenny West,Dee Nguyen,1.0,final_field,final
s35_total_madness,final,9000,Jenny West,Nany González,1.0,final_field,final
s35_total_madness,final,9000,Jenny West,Aneesa Ferreira,1.0,final_field,final
s35_total_madness,final,9000,Cory Wharton,Jordan Wiseley,1.0,final_field,final
s35_total_madness,final,9000,Cory Wharton,Asaf Goren,1.0,final_field,final
s35_total_madness,final,9000,Cory Wharton,Stephen Bear,1.0,final_field,final
s35_total_madness,final,9000,Cory Wharton,Josh Martinez,1.0,final_field,final
s35_total_madness,final,9000,Cory Wharton,CT Tamburello,1.0,final_field,final
s35_total_madness,final,9000,Cory Wharton,Swaggy C Williams,1.0,final_field,final
s35_total_madness,final,9000,Cory Wharton,Jay Starrett,1.0,final_field,final
s35_total_madness,final,9000,Cory Wharton,Nelson Thomas,1.0,final_field,final
s35_total_madness,final,9000,Cory Wharton,Wes Bergmann,1.0,final_field,final
s35_total_madness,final,9000,Bayleigh Dayton,Mattie Lynn Breaux,1.0,final_field,final
s35_total_madness,final,9000,Bayleigh Dayton,Ashley Mitchell,1.0,final_field,final
s35_total_madness,final,9000,Bayleigh Dayton,Tori Deal,1.0,final_field,final
s35_total_madness,final,9000,Bayleigh Dayton,Jenna Compono,1.0,final_field,final
s35_total_madness,final,9000,Bayleigh Dayton,Kailah Casillas-Bird,1.0,final_field,final
s35_total_madness,final,9000,Bayleigh Dayton,Big T Fazakerley,1.0,final_field,final
s35_total_madness,final,9000,Bayleigh Dayton,Jenn Lee,1.0,final_field,final
s35_total_madness,final,9000,Bayleigh Dayton,Dee Nguyen,1.0,final_field,final
s35_total_madness,final,9000,Bayleigh Dayton,Nany González,1.0,final_field,final
s35_total_madness,final,9000,Bayleigh Dayton,Aneesa Ferreira,1.0,final_field,final
s35_total_madness,final,9000,Melissa Reeves,Mattie Lynn Breaux,1.0,final_field,final
s35_total_madness,final,9000,Melissa Reeves,Ashley Mitchell,1.0,final_field,final
s35_total_madness,final,9000,Melissa Reeves,Tori Deal,1.0,final_field,final
s35_total_madness,final,9000,Melissa Reeves,Jenna Compono,1.0,final_field,final
s35_total_madness,final,9000,Melissa Reeves,Kailah Casillas-Bird,1.0,final_field,final
s35_total_madness,final,9000,Melissa Reeves,Big T Fazakerley,1.0,final_field,final
s35_total_madness,final,9000,Melissa Reeves,Jenn Lee,1.0,final_field,final
s35_total_madness,final,9000,Melissa Reeves,Dee Nguyen,1.0,final_field,final
s35_total_madness,final,9000,Melissa Reeves,Nany González,1.0,final_field,final
s35_total_madness,final,9000,Melissa Reeves,Aneesa Ferreira,1.0,final_field,final
s35_total_madness,final,9000,Rogan O'Connor,Jordan Wiseley,1.0,final_field,final
s35_total_madness,final,9000,Rogan O'Connor,Asaf Goren,1.0,final_field,final
s35_total_madness,final,9000,Rogan O'Connor,Stephen Bear,1.0,final_field,final
s35_total_madness,final,9000,Rogan O'Connor,Josh Martinez,1.0,final_field,final
s35_total_madness,final,9000,Rogan O'Connor,CT Tamburello,1.0,final_field,final
s35_total_madness,final,9000,Rogan O'Connor,Swaggy C Williams,1.0,final_field,final
s35_total_madness,final,9000,Rogan O'Connor,Jay Starrett,1.0,final_field,final
s35_total_madness,final,9000,Rogan O'Connor,Nelson Thomas,1.0,final_field,final
s35_total_madness,final,9000,Rogan O'Connor,Wes Bergmann,1.0,final_field,final
s35_total_madness,final,9000,Kyle Christie,Jordan Wiseley,1.0,final_field,final
s35_total_madness,final,9000,Kyle Christie,Asaf Goren,1.0,final_field,final
s35_total_madness,final,9000,Kyle Christie,Stephen Bear,1.0,final_field,final
s35_total_madness,final,9000,Kyle Christie,Josh Martinez,1.0,final_field,final
s35_total_madness,final,9000,Kyle Christie,CT Tamburello,1.0,final_field,final
s35_total_madness,final,9000,Kyle Christie,Swaggy C Williams,1.0,final_field,final
s35_total_madness,final,9000,Kyle Christie,Jay Starrett,1.0,final_field,final
s35_total_madness,final,9000,Kyle Christie,Nelson Thomas,1.0,final_field,final
s35_total_madness,final,9000,Kyle Christie,Wes Bergmann,1.0,final_field,final
s36_double_agents,final,9000,CT Tamburello,Cory Wharton,2.0,final_within,final
s36_double_agents,final,9000,CT Tamburello,Kam Williams,2.0,final_within,final
s36_double_agents,final,9000,CT Tamburello,Leroy Garrett,2.0,final_within,final
s36_double_agents,final,9000,CT Tamburello,Nany González,2.0,final_within,final
s36_double_agents,final,9000,CT Tamburello,Faysal Shafaat,2.0,final_within,final
s36_double_agents,final,9000,CT Tamburello,Kaycee Clark,2.0,final_within,final
s36_double_agents,final,9000,Amber Borzotra,Cory Wharton,2.0,final_within,final
s36_double_agents,final,9000,Amber Borzotra,Kam Williams,2.0,final_within,final
s36_double_agents,final,9000,Amber Borzotra,Leroy Garrett,2.0,final_within,final
s36_double_agents,final,9000,Amber Borzotra,Nany González,2.0,final_within,final
s36_double_agents,final,9000,Amber Borzotra,Faysal Shafaat,2.0,final_within,final
s36_double_agents,final,9000,Amber Borzotra,Kaycee Clark,2.0,final_within,final
s36_double_agents,final,9000,Cory Wharton,Leroy Garrett,2.0,final_within,final
s36_double_agents,final,9000,Cory Wharton,Nany González,2.0,final_within,final
s36_double_agents,final,9000,Cory Wharton,Faysal Shafaat,2.0,final_within,final
s36_double_agents,final,9000,Cory Wharton,Kaycee Clark,2.0,final_within,final
s36_double_agents,final,9000,Kam Williams,Leroy Garrett,2.0,final_within,final
s36_double_agents,final,9000,Kam Williams,Nany González,2.0,final_within,final
s36_double_agents,final,9000,Kam Williams,Faysal Shafaat,2.0,final_within,final
s36_double_agents,final,9000,Kam Williams,Kaycee Clark,2.0,final_within,final
s36_double_agents,final,9000,Leroy Garrett,Faysal Shafaat,2.0,final_within,final
s36_double_agents,final,9000,Leroy Garrett,Kaycee Clark,2.0,final_within,final
s36_double_agents,final,9000,Nany González,Faysal Shafaat,2.0,final_within,final
s36_double_agents,final,9000,Nany González,Kaycee Clark,2.0,final_within,final
s36_double_agents,final,9000,Kam Williams,Ashley Mitchell,1.0,final_field,final
s36_double_agents,final,9000,Kam Williams,Tori Deal,1.0,final_field,final
s36_double_agents,final,9000,Kam Williams,Lolo Jones,1.0,final_field,final
s36_double_agents,final,9000,Kam Williams,Amber Martinez,1.0,final_field,final
s36_double_agents,final,9000,Kam Williams,Liv Jawando,1.0,final_field,final
s36_double_agents,final,9000,Kam Williams,Big T Fazakerley,1.0,final_field,final
s36_double_agents,final,9000,Kam Williams,Natalie Anderson,1.0,final_field,final
s36_double_agents,final,9000,Kam Williams,Nicole Zanatta,1.0,final_field,final
s36_double_agents,final,9000,Kam Williams,Aneesa Ferreira,1.0,final_field,final
s36_double_agents,final,9000,Kam Williams,Theresa Jones,1.0,final_field,final
s36_double_agents,final,9000,Kam Williams,Gabby Allen,1.0,final_field,final
s36_double_agents,final,9000,Leroy Garrett,Mechie Harris,1.0,final_field,final
s36_double_agents,final,9000,Leroy Garrett,Devin Walker,1.0,final_field,final
s36_double_agents,final,9000,Leroy Garrett,Lio Rush,1.0,final_field,final
s36_double_agents,final,9000,Leroy Garrett,Nam Vo,1.0,final_field,final
s36_double_agents,final,9000,Leroy Garrett,Darrell Taylor,1.0,final_field,final
s36_double_agents,final,9000,Leroy Garrett,Joseph Allen,1.0,final_field,final
s36_double_agents,final,9000,Leroy Garrett,Josh Martinez,1.0,final_field,final
s36_double_agents,final,9000,Leroy Garrett,Kyle Christie,1.0,final_field,final
s36_double_agents,final,9000,Leroy Garrett,Jay Starrett,1.0,final_field,final
s36_double_agents,final,9000,Leroy Garrett,Nelson Thomas,1.0,final_field,final
s36_double_agents,final,9000,Leroy Garrett,Wes Bergmann,1.0,final_field,final
s36_double_agents,final,9000,Kaycee Clark,Ashley Mitchell,1.0,final_field,final
s36_double_agents,final,9000,Kaycee Clark,Tori Deal,1.0,final_field,final
s36_double_agents,final,9000,Kaycee Clark,Lolo Jones,1.0,final_field,final
s36_double_agents,final,9000,Kaycee Clark,Amber Martinez,1.0,final_field,final
s36_double_agents,final,9000,Kaycee Clark,Liv Jawando,1.0,final_field,final
s36_double_agents,final,9000,Kaycee Clark,Big T Fazakerley,1.0,final_field,final
s36_double_agents,final,9000,Kaycee Clark,Natalie Anderson,1.0,final_field,final
s36_double_agents,final,9000,Kaycee Clark,Nicole Zanatta,1.0,final_field,final
s36_double_agents,final,9000,Kaycee Clark,Aneesa Ferreira,1.0,final_field,final
s36_double_agents,final,9000,Kaycee Clark,Theresa Jones,1.0,final_field,final
s36_double_agents,final,9000,Kaycee Clark,Gabby Allen,1.0,final_field,final
s36_double_agents,final,9000,Faysal Shafaat,Mechie Harris,1.0,final_field,final
s36_double_agents,final,9000,Faysal Shafaat,Devin Walker,1.0,final_field,final
s36_double_agents,final,9000,Faysal Shafaat,Lio Rush,1.0,final_field,final
s36_double_agents,final,9000,Faysal Shafaat,Nam Vo,1.0,final_field,final
s36_double_agents,final,9000,Faysal Shafaat,Darrell Taylor,1.0,final_field,final
s36_double_agents,final,9000,Faysal Shafaat,Joseph Allen,1.0,final_field,final
s36_double_agents,final,9000,Faysal Shafaat,Josh Martinez,1.0,final_field,final
s36_double_agents,final,9000,Faysal Shafaat,Kyle Christie,1.0,final_field,final
s36_double_agents,final,9000,Faysal Shafaat,Jay Starrett,1.0,final_field,final
s36_double_agents,final,9000,Faysal Shafaat,Nelson Thomas,1.0,final_field,final
s36_double_agents,final,9000,Faysal Shafaat,Wes Bergmann,1.0,final_field,final
s36_double_agents,final,9000,Nany González,Ashley Mitchell,1.0,final_field,final
s36_double_agents,final,9000,Nany González,Tori Deal,1.0,final_field,final
s36_double_agents,final,9000,Nany González,Lolo Jones,1.0,final_field,final
s36_double_agents,final,9000,Nany González,Amber Martinez,1.0,final_field,final
s36_double_agents,final,9000,Nany González,Liv Jawando,1.0,final_field,final
s36_double_agents,final,9000,Nany González,Big T Fazakerley,1.0,final_field,final
s36_double_agents,final,9000,Nany González,Natalie Anderson,1.0,final_field,final
s36_double_agents,final,9000,Nany González,Nicole Zanatta,1.0,final_field,final
s36_double_agents,final,9000,Nany González,Aneesa Ferreira,1.0,final_field,final
s36_double_agents,final,9000,Nany González,Theresa Jones,1.0,final_field,final
s36_double_agents,final,9000,Nany González,Gabby Allen,1.0,final_field,final
s36_double_agents,final,9000,Cory Wharton,Mechie Harris,1.0,final_field,final
s36_double_agents,final,9000,Cory Wharton,Devin Walker,1.0,final_field,final
s36_double_agents,final,9000,Cory Wharton,Lio Rush,1.0,final_field,final
s36_double_agents,final,9000,Cory Wharton,Nam Vo,1.0,final_field,final
s36_double_agents,final,9000,Cory Wharton,Darrell Taylor,1.0,final_field,final
s36_double_agents,final,9000,Cory Wharton,Joseph Allen,1.0,final_field,final
s36_double_agents,final,9000,Cory Wharton,Josh Martinez,1.0,final_field,final
s36_double_agents,final,9000,Cory Wharton,Kyle Christie,1.0,final_field,final
s36_double_agents,final,9000,Cory Wharton,Jay Starrett,1.0,final_field,final
s36_double_agents,final,9000,Cory Wharton,Nelson Thomas,1.0,final_field,final
s36_double_agents,final,9000,Cory Wharton,Wes Bergmann,1.0,final_field,final
s36_double_agents,final,9000,CT Tamburello,Mechie Harris,1.0,final_field,final
s36_double_agents,final,9000,CT Tamburello,Devin Walker,1.0,final_field,final
s36_double_agents,final,9000,CT Tamburello,Lio Rush,1.0,final_field,final
s36_double_agents,final,9000,CT Tamburello,Nam Vo,1.0,final_field,final
s36_double_agents,final,9000,CT Tamburello,Darrell Taylor,1.0,final_field,final
s36_double_agents,final,9000,CT Tamburello,Joseph Allen,1.0,final_field,final
s36_double_agents,final,9000,CT Tamburello,Josh Martinez,1.0,final_field,final
s36_double_agents,final,9000,CT Tamburello,Kyle Christie,1.0,final_field,final
s36_double_agents,final,9000,CT Tamburello,Jay Starrett,1.0,final_field,final
s36_double_agents,final,9000,CT Tamburello,Nelson Thomas,1.0,final_field,final
s36_double_agents,final,9000,CT Tamburello,Wes Bergmann,1.0,final_field,final
s36_double_agents,final,9000,Amber Borzotra,Ashley Mitchell,1.0,final_field,final
s36_double_agents,final,9000,Amber Borzotra,Tori Deal,1.0,final_field,final
s36_double_agents,final,9000,Amber Borzotra,Lolo Jones,1.0,final_field,final
s36_double_agents,final,9000,Amber Borzotra,Amber Martinez,1.0,final_field,final
s36_double_agents,final,9000,Amber Borzotra,Liv Jawando,1.0,final_field,final
s36_double_agents,final,9000,Amber Borzotra,Big T Fazakerley,1.0,final_field,final
s36_double_agents,final,9000,Amber Borzotra,Natalie Anderson,1.0,final_field,final
s36_double_agents,final,9000,Amber Borzotra,Nicole Zanatta,1.0,final_field,final
s36_double_agents,final,9000,Amber Borzotra,Aneesa Ferreira,1.0,final_field,final
s36_double_agents,final,9000,Amber Borzotra,Theresa Jones,1.0,final_field,final
s36_double_agents,final,9000,Amber Borzotra,Gabby Allen,1.0,final_field,final
s37_spies_lies_allies,final,9000,CT Tamburello,Kyle Christie,2.0,final_within,final
s37_spies_lies_allies,final,9000,CT Tamburello,Tori Deal,2.0,final_within,final
s37_spies_lies_allies,final,9000,CT Tamburello,Devin Walker,2.0,final_within,final
s37_spies_lies_allies,final,9000,CT Tamburello,Emy Alupei,2.0,final_within,final
s37_spies_lies_allies,final,9000,CT Tamburello,Nelson Thomas,2.0,final_within,final
s37_spies_lies_allies,final,9000,CT Tamburello,Nany González,2.0,final_within,final
s37_spies_lies_allies,final,9000,Kaycee Clark,Kyle Christie,2.0,final_within,final
s37_spies_lies_allies,final,9000,Kaycee Clark,Tori Deal,2.0,final_within,final
s37_spies_lies_allies,final,9000,Kaycee Clark,Devin Walker,2.0,final_within,final
s37_spies_lies_allies,final,9000,Kaycee Clark,Emy Alupei,2.0,final_within,final
s37_spies_lies_allies,final,9000,Kaycee Clark,Nelson Thomas,2.0,final_within,final
s37_spies_lies_allies,final,9000,Kaycee Clark,Nany González,2.0,final_within,final
s37_spies_lies_allies,final,9000,Kyle Christie,Devin Walker,2.0,final_within,final
s37_spies_lies_allies,final,9000,Kyle Christie,Emy Alupei,2.0,final_within,final
s37_spies_lies_allies,final,9000,Kyle Christie,Nelson Thomas,2.0,final_within,final
s37_spies_lies_allies,final,9000,Kyle Christie,Nany González,2.0,final_within,final
s37_spies_lies_allies,final,9000,Tori Deal,Devin Walker,2.0,final_within,final
s37_spies_lies_allies,final,9000,Tori Deal,Emy Alupei,2.0,final_within,final
s37_spies_lies_allies,final,9000,Tori Deal,Nelson Thomas,2.0,final_within,final
s37_spies_lies_allies,final,9000,Tori Deal,Nany González,2.0,final_within,final
s37_spies_lies_allies,final,9000,Devin Walker,Nelson Thomas,2.0,final_within,final
s37_spies_lies_allies,final,9000,Devin Walker,Nany González,2.0,final_within,final
s37_spies_lies_allies,final,9000,Emy Alupei,Nelson Thomas,2.0,final_within,final
s37_spies_lies_allies,final,9000,Emy Alupei,Nany González,2.0,final_within,final
s37_spies_lies_allies,final,9000,Nelson Thomas,Gabo Szabó,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nelson Thomas,Renan Hellemans,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nelson Thomas,Emanuel Neagu,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nelson Thomas,Tommy Sheehan,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nelson Thomas,Nam Vo,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nelson Thomas,Logan Sampedro,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nelson Thomas,Faysal Shafaat,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nelson Thomas,Jeremiah White,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nelson Thomas,Kelz Dyke,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nelson Thomas,Josh Martinez,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nelson Thomas,Ed Eason,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nelson Thomas,Cory Wharton,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nelson Thomas,Hughie Maughan,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nelson Thomas,Corey Lay,1.0,final_field,final
s37_spies_lies_allies,final,9000,Kaycee Clark,Ashley Mitchell,1.0,final_field,final
s37_spies_lies_allies,final,9000,Kaycee Clark,Priscilla Anyabu,1.0,final_field,final
s37_spies_lies_allies,final,9000,Kaycee Clark,Michaela Bradshaw,1.0,final_field,final
s37_spies_lies_allies,final,9000,Kaycee Clark,Amanda Garcia,1.0,final_field,final
s37_spies_lies_allies,final,9000,Kaycee Clark,Michele Fitzgerald,1.0,final_field,final
s37_spies_lies_allies,final,9000,Kaycee Clark,Bettina Buchanan,1.0,final_field,final
s37_spies_lies_allies,final,9000,Kaycee Clark,Amber Borzotra,1.0,final_field,final
s37_spies_lies_allies,final,9000,Kaycee Clark,Tracy Candela,1.0,final_field,final
s37_spies_lies_allies,final,9000,Kaycee Clark,Big T Fazakerley,1.0,final_field,final
s37_spies_lies_allies,final,9000,Kaycee Clark,Lauren Coogan,1.0,final_field,final
s37_spies_lies_allies,final,9000,Kaycee Clark,Berna Canbeldek,1.0,final_field,final
s37_spies_lies_allies,final,9000,Kaycee Clark,Tacha Akide,1.0,final_field,final
s37_spies_lies_allies,final,9000,Kaycee Clark,Aneesa Ferreira,1.0,final_field,final
s37_spies_lies_allies,final,9000,Kaycee Clark,Esther Agunbiade,1.0,final_field,final
s37_spies_lies_allies,final,9000,Emy Alupei,Ashley Mitchell,1.0,final_field,final
s37_spies_lies_allies,final,9000,Emy Alupei,Priscilla Anyabu,1.0,final_field,final
s37_spies_lies_allies,final,9000,Emy Alupei,Michaela Bradshaw,1.0,final_field,final
s37_spies_lies_allies,final,9000,Emy Alupei,Amanda Garcia,1.0,final_field,final
s37_spies_lies_allies,final,9000,Emy Alupei,Michele Fitzgerald,1.0,final_field,final
s37_spies_lies_allies,final,9000,Emy Alupei,Bettina Buchanan,1.0,final_field,final
s37_spies_lies_allies,final,9000,Emy Alupei,Amber Borzotra,1.0,final_field,final
s37_spies_lies_allies,final,9000,Emy Alupei,Tracy Candela,1.0,final_field,final
s37_spies_lies_allies,final,9000,Emy Alupei,Big T Fazakerley,1.0,final_field,final
s37_spies_lies_allies,final,9000,Emy Alupei,Lauren Coogan,1.0,final_field,final
s37_spies_lies_allies,final,9000,Emy Alupei,Berna Canbeldek,1.0,final_field,final
s37_spies_lies_allies,final,9000,Emy Alupei,Tacha Akide,1.0,final_field,final
s37_spies_lies_allies,final,9000,Emy Alupei,Aneesa Ferreira,1.0,final_field,final
s37_spies_lies_allies,final,9000,Emy Alupei,Esther Agunbiade,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nany González,Ashley Mitchell,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nany González,Priscilla Anyabu,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nany González,Michaela Bradshaw,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nany González,Amanda Garcia,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nany González,Michele Fitzgerald,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nany González,Bettina Buchanan,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nany González,Amber Borzotra,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nany González,Tracy Candela,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nany González,Big T Fazakerley,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nany González,Lauren Coogan,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nany González,Berna Canbeldek,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nany González,Tacha Akide,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nany González,Aneesa Ferreira,1.0,final_field,final
s37_spies_lies_allies,final,9000,Nany González,Esther Agunbiade,1.0,final_field,final
s37_spies_lies_allies,final,9000,Tori Deal,Ashley Mitchell,1.0,final_field,final
s37_spies_lies_allies,final,9000,Tori Deal,Priscilla Anyabu,1.0,final_field,final
s37_spies_lies_allies,final,9000,Tori Deal,Michaela Bradshaw,1.0,final_field,final
s37_spies_lies_allies,final,9000,Tori Deal,Amanda Garcia,1.0,final_field,final
s37_spies_lies_allies,final,9000,Tori Deal,Michele Fitzgerald,1.0,final_field,final
s37_spies_lies_allies,final,9000,Tori Deal,Bettina Buchanan,1.0,final_field,final
s37_spies_lies_allies,final,9000,Tori Deal,Amber Borzotra,1.0,final_field,final
s37_spies_lies_allies,final,9000,Tori Deal,Tracy Candela,1.0,final_field,final
s37_spies_lies_allies,final,9000,Tori Deal,Big T Fazakerley,1.0,final_field,final
s37_spies_lies_allies,final,9000,Tori Deal,Lauren Coogan,1.0,final_field,final
s37_spies_lies_allies,final,9000,Tori Deal,Berna Canbeldek,1.0,final_field,final
s37_spies_lies_allies,final,9000,Tori Deal,Tacha Akide,1.0,final_field,final
s37_spies_lies_allies,final,9000,Tori Deal,Aneesa Ferreira,1.0,final_field,final
s37_spies_lies_allies,final,9000,Tori Deal,Esther Agunbiade,1.0,final_field,final
s37_spies_lies_allies,final,9000,Devin Walker,Gabo Szabó,1.0,final_field,final
s37_spies_lies_allies,final,9000,Devin Walker,Renan Hellemans,1.0,final_field,final
s37_spies_lies_allies,final,9000,Devin Walker,Emanuel Neagu,1.0,final_field,final
s37_spies_lies_allies,final,9000,Devin Walker,Tommy Sheehan,1.0,final_field,final
s37_spies_lies_allies,final,9000,Devin Walker,Nam Vo,1.0,final_field,final
s37_spies_lies_allies,final,9000,Devin Walker,Logan Sampedro,1.0,final_field,final
s37_spies_lies_allies,final,9000,Devin Walker,Faysal Shafaat,1.0,final_field,final
s37_spies_lies_allies,final,9000,Devin Walker,Jeremiah White,1.0,final_field,final
s37_spies_lies_allies,final,9000,Devin Walker,Kelz Dyke,1.0,final_field,final
s37_spies_lies_allies,final,9000,Devin Walker,Josh Martinez,1.0,final_field,final
s37_spies_lies_allies,final,9000,Devin Walker,Ed Eason,1.0,final_field,final
s37_spies_lies_allies,final,9000,Devin Walker,Cory Wharton,1.0,final_field,final
s37_spies_lies_allies,final,9000,Devin Walker,Hughie Maughan,1.0,final_field,final
s37_spies_lies_allies,final,9000,Devin Walker,Corey Lay,1.0,final_field,final
s37_spies_lies_allies,final,9000,CT Tamburello,Gabo Szabó,1.0,final_field,final
s37_spies_lies_allies,final,9000,CT Tamburello,Renan Hellemans,1.0,final_field,final
s37_spies_lies_allies,final,9000,CT Tamburello,Emanuel Neagu,1.0,final_field,final
s37_spies_lies_allies,final,9000,CT Tamburello,Tommy Sheehan,1.0,final_field,final
s37_spies_lies_allies,final,9000,CT Tamburello,Nam Vo,1.0,final_field,final
s37_spies_lies_allies,final,9000,CT Tamburello,Logan Sampedro,1.0,final_field,final
s37_spies_lies_allies,final,9000,CT Tamburello,Faysal Shafaat,1.0,final_field,final
s37_spies_lies_allies,final,9000,CT Tamburello,Jeremiah White,1.0,final_field,final
s37_spies_lies_allies,final,9000,CT Tamburello,Kelz Dyke,1.0,final_field,final
s37_spies_lies_allies,final,9000,CT Tamburello,Josh Martinez,1.0,final_field,final
s37_spies_lies_allies,final,9000,CT Tamburello,Ed Eason,1.0,final_field,final
s37_spies_lies_allies,final,9000,CT Tamburello,Cory Wharton,1.0,final_field,final
s37_spies_lies_allies,final,9000,CT Tamburello,Hughie Maughan,1.0,final_field,final
s37_spies_lies_allies,final,9000,CT Tamburello,Corey Lay,1.0,final_field,final
s37_spies_lies_allies,final,9000,Kyle Christie,Gabo Szabó,1.0,final_field,final
s37_spies_lies_allies,final,9000,Kyle Christie,Renan Hellemans,1.0,final_field,final
s37_spies_lies_allies,final,9000,Kyle Christie,Emanuel Neagu,1.0,final_field,final
