season_id,player,episode,game,opponent,fandom_result
s39_battle_for_a_new_champion,Jay Starrett,18,Control Elimination,Corey Lay,L
s19_fresh_meat_ii,Jeff Barr,3,Lost and Found,Evelyn Smith,L
s19_fresh_meat_ii,Jeff Barr,3,Lost and Found,Luke Wolfe,L
s23_battle_of_the_seasons_2012,Jemmye Carroll,7,Water Torture,Sam McGinn,L
s23_battle_of_the_seasons_2012,Jemmye Carroll,7,Water Torture,Zach Nichols,L
s24_rivals_ii,Jemmye Carroll,6,Catch-22,Jasmine Reynaud,W
s24_rivals_ii,Jemmye Carroll,6,Catch-22,Theresa Jones,W
s24_rivals_ii,Jemmye Carroll,10/11,Hanging by a Thread,Aneesa Ferreira,W
s24_rivals_ii,Jemmye Carroll,10/11,Hanging by a Thread,Diem Brown,W
s25_free_agents,Jemmye Carroll,1,Balls In,LaToya Jackson,L
s26_battle_of_the_exes_ii,Jemmye Carroll,4,Breaking Up,Adam Kuhn,L
s26_battle_of_the_exes_ii,Jemmye Carroll,4,Breaking Up,Brittany Baldi,L
s30_xxx_dirty_30,Jemmye Carroll,13,Body Check,Camila Nakagawa,L
s14_the_inferno_3,Jenn Grijalva,4,Ejection,Rachel Moyal,W
s14_the_inferno_3,Jenn Grijalva,8,Spokesmodel,Colie,W
s14_the_inferno_3,Jenn Grijalva,12,Zero Gravity,Susie Meister,L
s16_the_island,Jenn Grijalva,4,Ball Buster,Ashli Robson,L
s17_the_duel_ii,Jenn Grijalva,4,Push Over,Katie Cooley,W
s17_the_duel_ii,Jenn Grijalva,6,Push Over,Kimberly Alexander,W
s17_the_duel_ii,Jenn Grijalva,8,Push Over,Diem Brown,L
s19_fresh_meat_ii,Jenn Grijalva,9/10,Weight for Me: Black Out,Ryan Kehoe,W
s19_fresh_meat_ii,Jenn Grijalva,9/10,Weight for Me: Black Out,Theresa Jones,W
s35_total_madness,Jenn Lee,2,Flip the Switch,Jenny West,L
s27_battle_of_the_bloodlines,Jenna Compono,1,End of My Rope,Christina LeBlanc,W
s27_battle_of_the_bloodlines,Jenna Compono,3/4,Door Slammer,Larissa Nakagawa,W
s27_battle_of_the_bloodlines,Jenna Compono,8,Spun Out,KellyAnne Judd,W
s29_invasion_of_the_champions,Jenna Compono,3,Who's Got Balls,Anika Rashaun,W
s29_invasion_of_the_champions,Jenna Compono,8,Bell Ringer,Sylvia Elsrode,W
s30_xxx_dirty_30,Jenna Compono,4,The Great Escape,Kailah Casillas-Bird,L
s33_war_of_the_worlds,Jenna Compono,8,Push & Pole,Da'Vonne Rogers,L
s33_war_of_the_worlds,Jenna Compono,8,Push & Pole,Stephen Bear,L
s35_total_madness,Jenna Compono,7,Dust to Dust,Tori Deal,W
s35_total_madness,Jenna Compono,9,Bombs Away,Aneesa Ferreira,L
s34_war_of_the_worlds_2,Jenny West,6,Trapped,Nicole Bass,W
s34_war_of_the_worlds_2,Jenny West,12,Hall Brawl,Tori Deal,L
s35_total_madness,Jenny West,2,Flip the Switch,Jenn Lee,W
s35_total_madness,Jenny West,15,Hall Brawl,Dee Nguyen,W
s40_battle_of_the_eras,Jenny West,4,Pick It Up,Aneesa Ferreira,W
s40_battle_of_the_eras,Jenny West,15,Iron Triangle,Aviv Melmed,W
s37_spies_lies_allies,Jeremiah White,8,Race to Escape,Berna Canbeldek,W
s37_spies_lies_allies,Jeremiah White,8,Race to Escape,Hughie Maughan,W
s37_spies_lies_allies,Jeremiah White,9,Hang in the Balance,Bettina Buchanan,L
s37_spies_lies_allies,Jeremiah White,9,Hang in the Balance,Cory Wharton,L
s08_the_inferno,Jeremy Blossom,2,Bug Helmet,Ace Amerson,W
s08_the_inferno,Jeremy Blossom,6,Human Candelabra,Mike Mizanin,L
s11_the_gauntlet_2,Jeremy Blossom,12,Capture the Flag,Alton Williams,L
s12_fresh_meat,Jesse Stark,6,Cliffside Course,Wes Bergmann,L
s12_fresh_meat,Jesse Stark,6,Cliffside Course,Casey Cooper,L
s39_battle_for_a_new_champion,Jessica Brody,1,Fall Out,Big T Fazakerley,L
s24_rivals_ii,Jessica McCain,2,Hanging by a Thread,Cara Maria Sorbello,L
s24_rivals_ii,Jessica McCain,2,Hanging by a Thread,Heather Cooke,L
s25_free_agents,Jessica McCain,9,Balls In,Cara Maria Sorbello,L
s26_battle_of_the_exes_ii,Jessica McCain,1,Pole Position,Adam Kuhn,L
s26_battle_of_the_exes_ii,Jessica McCain,1,Pole Position,Brittany Baldi,L
s28_rivals_iii,Jessica McCain,2,Back It Up,Cheyenne Floyd,W
s28_rivals_iii,Jessica McCain,2,Back It Up,Devin Walker,W
s28_rivals_iii,Jessica McCain,5,Weight for Me,Amanda Garcia,L
s28_rivals_iii,Jessica McCain,5,Weight for Me,Nelson Thomas,L
s11_the_gauntlet_2,Jillian Zoboroski,15,Sticky Situation,Kina Dean,L
s15_the_gauntlet_iii,Jillian Zoboroski,2,Ram It Home,Angel Turlington,W
s15_the_gauntlet_iii,Jillian Zoboroski,3,Ball Brawl,Brooke LaBarbera,W
s15_the_gauntlet_iii,Jillian Zoboroski,4,Ball Brawl,Janelle Casanave,W
s19_fresh_meat_ii,Jillian Zoboroski,1,Lost and Found,Darrell Taylor,W
s19_fresh_meat_ii,Jillian Zoboroski,1,Lost and Found,Cara Maria Sorbello,W
s19_fresh_meat_ii,Jillian Zoboroski,5,Lost and Found,Danny Jamieson,W
s19_fresh_meat_ii,Jillian Zoboroski,5,Lost and Found,Sandy Kang,W
s11_the_gauntlet_2,Jisela Delgado,5,Reverse Tug-O-War,Ruthie Alcaide,L
s10_the_inferno_ii,Jodi Weatherton,8,That's a Wrap,Veronica Portillo,L
s40_battle_of_the_eras,Jodi Weatherton,3,One Step at a Time,Averey Tressler,L
s12_fresh_meat,Johanna Botta,6,Cliffside Course,Wes Bergmann,L
s12_fresh_meat,Johanna Botta,6,Cliffside Course,Casey Cooper,L
s16_the_island,Johanna Botta,7,Timber,Colie,L
s16_the_island,Johanna Botta,8,Water Bound,Dan Walsh,L
s18_the_ruins,Johanna Botta,7,Crunch,Sarah Rice,L
s26_battle_of_the_exes_ii,John Jacobs,3,"He Said, She Said",Adam Kuhn,L
s26_battle_of_the_exes_ii,John Jacobs,3,"He Said, She Said",Brittany Baldi,L
s12_fresh_meat,Johnnie McBride,8,Forest Course,Wes Bergmann,L
s12_fresh_meat,Johnnie McBride,8,Forest Course,Casey Cooper,L
s13_the_duel,Johnny Bananas,2,I Can,Tyler Duckworth,L
s15_the_gauntlet_iii,Johnny Bananas,3,Sliders,Evan Starkman,L
s16_the_island,Johnny Bananas,2,Ring Wrestle,Abram Boise,L
s16_the_island,Johnny Bananas,6,Rat in a Cage,Cohutta Grindstaff,L
s18_the_ruins,Johnny Bananas,8/9,Rag Doll,Dunbar Merrill,W
s20_cutthroat,Johnny Bananas,8/9,Back Up Off Me,Tyler Duckworth,L
s21_rivals,Johnny Bananas,9,T-Bone,Adam King,W
s21_rivals,Johnny Bananas,9,T-Bone,CT Tamburello,W
s22_battle_of_the_exes,Johnny Bananas,9,X Battle,Mark Long,W
s22_battle_of_the_exes,Johnny Bananas,9,X Battle,Robin Hibbard,W
s25_free_agents,Johnny Bananas,5,Balls In,Isaac Stout,W
s25_free_agents,Johnny Bananas,7,Wrecking Wall,Jordan Wiseley,W
s25_free_agents,Johnny Bananas,11,Puzzle Pyramid,CT Tamburello,W
s26_battle_of_the_exes_ii,Johnny Bananas,5,Strung Out,Leroy Garrett,L
s26_battle_of_the_exes_ii,Johnny Bananas,5,Strung Out,Nia Moore,L
s26_battle_of_the_exes_ii,Johnny Bananas,10/11,X-Battle,Leroy Garrett,L
s26_battle_of_the_exes_ii,Johnny Bananas,10/11,X-Battle,Theresa Jones,L
s27_battle_of_the_bloodlines,Johnny Bananas,10,Through Thick and Thin,Cara Maria Sorbello,L
s27_battle_of_the_bloodlines,Johnny Bananas,10,Through Thick and Thin,Jamie Banks,L
s28_rivals_iii,Johnny Bananas,13,Don't Wine for Me Argentina,Dario Medrano,W
s28_rivals_iii,Johnny Bananas,13,Don't Wine for Me Argentina,Nicole Ramos,W
s29_invasion_of_the_champions,Johnny Bananas,9/10,Balls In,Darrell Taylor,L
s30_xxx_dirty_30,Johnny Bananas,14,The Reel World,Derrick Kosinski,L
s31_vendettas,Johnny Bananas,10,Not So Bright,Devin Walker,L
s32_final_reckoning,Johnny Bananas,17,Don't Trip Me Up,Joss Mooney,L
s32_final_reckoning,Johnny Bananas,17,Don't Trip Me Up,Sylvia Elsrode,L
s32_final_reckoning,Johnny Bananas,19,Milk and Cookies,Natalie Negrotti,L
s32_final_reckoning,Johnny Bananas,19,Milk and Cookies,Paulie Calafiore,L
s33_war_of_the_worlds,Johnny Bananas,3,Map It Out,Zach Nichols,L
s33_war_of_the_worlds,Johnny Bananas,3,Map It Out,Zahida Allen,L
s34_war_of_the_worlds_2,Johnny Bananas,5,Die for Me,Theo Campbell,L
s35_total_madness,Johnny Bananas,10,Charge the Wall,Wes Bergmann,W
s35_total_madness,Johnny Bananas,16,Knock Out,Rogan O'Connor,W
s38_ride_or_dies,Johnny Bananas,16,Bridge It,Faysal Shafaat,W
s38_ride_or_dies,Johnny Bananas,16,Bridge It,Moriah Jade,W
s38_ride_or_dies,Johnny Bananas,19,Balls In,Aneesa Ferreira,W
s38_ride_or_dies,Johnny Bananas,19,Balls In,Jordan Wiseley,W
s40_battle_of_the_eras,Johnny Bananas,10,Killer Quads,Ryan Kehoe,W
s40_battle_of_the_eras,Johnny Bananas,12,Cramping Out,Theo Campbell,W
s41_vets_and_new_threats,Johnny Bananas,4,Hold 'Em Back,Gabe Wai,L
s38_ride_or_dies,Johnny Middlebrooks,3,Double Decker,Horacio Gutiérrez Jr.,L
s38_ride_or_dies,Johnny Middlebrooks,3,Double Decker,Olivia Kaiser,L
s26_battle_of_the_exes_ii,Johnny Reilly,2,Banded Together,Hailey Chivers,W
s26_battle_of_the_exes_ii,Johnny Reilly,2,Banded Together,Thomas Buell,W
s26_battle_of_the_exes_ii,Johnny Reilly,6/7,Stacking Up,Adam Kuhn,W
s26_battle_of_the_exes_ii,Johnny Reilly,6/7,Stacking Up,Brittany Baldi,W
s26_battle_of_the_exes_ii,Johnny Reilly,7,Hooking Up,Leroy Garrett,L
s26_battle_of_the_exes_ii,Johnny Reilly,7,Hooking Up,Nia Moore,L
s28_rivals_iii,Johnny Reilly,2,Back It Up,Cheyenne Floyd,W
s28_rivals_iii,Johnny Reilly,2,Back It Up,Devin Walker,W
s28_rivals_iii,Johnny Reilly,5,Weight for Me,Amanda Garcia,L
s28_rivals_iii,Johnny Reilly,5,Weight for Me,Nelson Thomas,L
s10_the_inferno_ii,Jon Brennan,2,Hang Tough,Dan Renzi,L
s21_rivals,Jonna Mannion,5,Unburied,Katelynn Cusanelli,W
s21_rivals,Jonna Mannion,5,Unburied,Sarah Rice,W
s21_rivals,Jonna Mannion,7,Blast Off,Cara Maria Sorbello,L
s21_rivals,Jonna Mannion,7,Blast Off,Laurel Stucky,L
s23_battle_of_the_seasons_2012,Jonna Mannion,11,Knot So Fast,Ashley Kelsey,L
s23_battle_of_the_seasons_2012,Jonna Mannion,11,Knot So Fast,Frank Fox,L
s24_rivals_ii,Jonna Mannion,8,Snapper,Cara Maria Sorbello,L
s24_rivals_ii,Jonna Mannion,8,Snapper,Heather Cooke,L
s25_free_agents,Jonna Mannion,2,Wrecking Wall,Emilee Fitzpatrick,W
s25_free_agents,Jonna Mannion,7,Wrecking Wall,Aneesa Ferreira,L
s26_battle_of_the_exes_ii,Jonna Mannion,8,Hammer It Home,Jordan Wiseley,L
s26_battle_of_the_exes_ii,Jonna Mannion,8,Hammer It Home,Sarah Rice,L
s40_battle_of_the_eras,Jonna Mannion,6,To the Point,Rachel Robinson,L
s41_vets_and_new_threats,Jonna Mannion,11,Pull It Together,Aviv Melmed,L
s41_vets_and_new_threats,Jonna Mannion,11,Pull It Together,Yeremi Hykel,L
s24_rivals_ii,Jordan Wiseley,7,Last Chance,Leroy Garrett,W
s24_rivals_ii,Jordan Wiseley,7,Last Chance,Ty Ruff,W
s24_rivals_ii,Jordan Wiseley,9,Breaking on Through,Ryan Knight,W
s24_rivals_ii,Jordan Wiseley,9,Breaking on Through,Preston Roberson-Charles,W
s25_free_agents,Jordan Wiseley,6,Looper,Brandon Swift,W
s25_free_agents,Jordan Wiseley,7,Wrecking Wall,Johnny Bananas,L
s26_battle_of_the_exes_ii,Jordan Wiseley,8,Hammer It Home,Jonna Mannion,W
s26_battle_of_the_exes_ii,Jordan Wiseley,8,Hammer It Home,Zach Nichols,W
s30_xxx_dirty_30,Jordan Wiseley,6,Striptease,Ammo Hall,W
s34_war_of_the_worlds_2,Jordan Wiseley,11,Under the Hammer,Theo Campbell,W
s34_war_of_the_worlds_2,Jordan Wiseley,13,End of the Rope,Josh Martinez,W
s35_total_madness,Jordan Wiseley,8,Pole Wrestle,Faysal Shafaat,L
s38_ride_or_dies,Jordan Wiseley,6,In Your Face,Jakk Maddox,W
s38_ride_or_dies,Jordan Wiseley,6,In Your Face,Laurel Stucky,W
s38_ride_or_dies,Jordan Wiseley,14,Balls In,Horacio Gutiérrez Jr.,L
s38_ride_or_dies,Jordan Wiseley,14/15,Don't Let Me Down,Faysal Shafaat,?
s38_ride_or_dies,Jordan Wiseley,14/15,Don't Let Me Down,Moriah Jade,?
s38_ride_or_dies,Jordan Wiseley,14/15,Don't Let Me Down,Kaycee Clark,?
s38_ride_or_dies,Jordan Wiseley,14/15,Don't Let Me Down,Kenny Clark,?
s38_ride_or_dies,Jordan Wiseley,14/15,Knot So Fast,Kaycee Clark,W
s38_ride_or_dies,Jordan Wiseley,14/15,Knot So Fast,Kenny Clark,W
s38_ride_or_dies,Jordan Wiseley,15,Rumble Tumble,Amber Borzotra,W
s38_ride_or_dies,Jordan Wiseley,15,Rumble Tumble,Chauncey Palmer,W
s38_ride_or_dies,Jordan Wiseley,19,Balls In,Johnny Bananas,L
s38_ride_or_dies,Jordan Wiseley,19,Balls In,Nany González,L
s36_double_agents,Joseph Allen,2,Ring of Spies,Kyle Christie,L
s33_war_of_the_worlds,Josh Martinez,7,Uphill Battle,Kam Williams,L
s33_war_of_the_worlds,Josh Martinez,7,Uphill Battle,Ashley Cain,L
s34_war_of_the_worlds_2,Josh Martinez,13,End of the Rope,Jordan Wiseley,L
s35_total_madness,Josh Martinez,14,Knots of War,Kyle Christie,L
s36_double_agents,Josh Martinez,8,Asset Destruction,Mechie Harris,W
s36_double_agents,Josh Martinez,12,Dead Ringer,CT Tamburello,L
s37_spies_lies_allies,Josh Martinez,15,Burning Bridges,Kyle Christie,L
s40_battle_of_the_eras,Josh Martinez,14,Coming from Behind,Cory Wharton,L
s31_vendettas,Joss Mooney,8,Crazy 8,Derrick Kosinski,L
s32_final_reckoning,Joss Mooney,7,Ramp It Up,Derrick Henry,W
s32_final_reckoning,Joss Mooney,7,Ramp It Up,Tori Deal,W
s32_final_reckoning,Joss Mooney,17,Don't Trip Me Up,Johnny Bananas,W
s32_final_reckoning,Joss Mooney,17,Don't Trip Me Up,Tony Raines,W
s34_war_of_the_worlds_2,Joss Mooney,7,Whalloped,Stephen Bear,W
s32_final_reckoning,Jozea Flores,9,Think Tank,Kam Williams,L
s32_final_reckoning,Jozea Flores,9,Think Tank,Kayleigh Morris,L
s32_final_reckoning,Jozea Flores,13,Shake It Off,Cory Wharton,L
s32_final_reckoning,Jozea Flores,13,Shake It Off,Devin Walker,L
s39_battle_for_a_new_champion,Jujuy Jiménez,3,Dirty Deeds,Ravyn Rochelle,L
s33_war_of_the_worlds,Julia Nolan,4,Ring Tossed,Mattie Lynn Breaux,L
s08_the_inferno,Julie Stoffer,12,Scratchathon,Katie Cooley,L
s10_the_inferno_ii,Julie Stoffer,12,Patch Work,Tonya Cooley,L
s41_vets_and_new_threats,Justin Hinsley,1,Inertia,Rogan O'Connor,W
s41_vets_and_new_threats,Justin Hinsley,17,Balls In 2.0,Michaela Bradshaw,L
s41_vets_and_new_threats,Justin Hinsley,17,Balls In 2.0,Cedric Hodges,L
s29_invasion_of_the_champions,Kailah Casillas-Bird,2,In the Trenches,Marie Roda,W
s29_invasion_of_the_champions,Kailah Casillas-Bird,6,Tuk Tuk Bang Bang,Sylvia Elsrode,L
s30_xxx_dirty_30,Kailah Casillas-Bird,4,The Great Escape,Jenna Compono,W
s30_xxx_dirty_30,Kailah Casillas-Bird,7,Deadweight,Aneesa Ferreira,W
s31_vendettas,Kailah Casillas-Bird,9,Basket Case,Marie Roda,W
s35_total_madness,Kailah Casillas-Bird,9,Bombs Away,Kaycee Clark,L
s38_ride_or_dies,Kailah Casillas-Bird,1,You Move I Move,Devin Walker,L
s38_ride_or_dies,Kailah Casillas-Bird,1,You Move I Move,Tori Deal,L
s31_vendettas,Kam Williams,8,Crazy 8,Tori Deal,W
s31_vendettas,Kam Williams,11,Yankin' My Chain,Ashley Mitchell,W
s31_vendettas,Kam Williams,12,Spanish Torture,Natalie Negrotti,W
s32_final_reckoning,Kam Williams,3,Think Outside the Box,Natalie Negrotti,W
s32_final_reckoning,Kam Williams,3,Think Outside the Box,Paulie Calafiore,W
s32_final_reckoning,Kam Williams,9,Think Tank,Da'Vonne Rogers,W
s32_final_reckoning,Kam Williams,9,Think Tank,Jozea Flores,W
s33_war_of_the_worlds,Kam Williams,7,Uphill Battle,Amanda Garcia,W
s33_war_of_the_worlds,Kam Williams,7,Uphill Battle,Josh Martinez,W
s33_war_of_the_worlds,Kam Williams,9,Wheel of Death,Paulie Calafiore,L
s33_war_of_the_worlds,Kam Williams,9,Wheel of Death,Natalie Duran,L
s36_double_agents,Kam Williams,6,Dead Ringer,Ashley Mitchell,W
s10_the_inferno_ii,Karamo Brown,6,Knock Your Block Off,Landon Lueck,L
s21_rivals,Katelynn Cusanelli,| 5,| Unburied,Jasmine Reynaud,L
s21_rivals,Katelynn Cusanelli,| 5,| Unburied,Jonna Mannion,L
s07_the_gauntlet,Katie Cooley,2,Ride 'Em Cowboy,Montana McGlynn,W
s07_the_gauntlet,Katie Cooley,4,Hangman,Rachel Braband,L
s08_the_inferno,Katie Cooley,12,Scratchathon,Julie Stoffer,W
s08_the_inferno,Katie Cooley,16,Smell You Later,David Burns,W
s12_fresh_meat,Katie Cooley,10,Beach Course,Tina Barta,L
s12_fresh_meat,Katie Cooley,10,Beach Course,Kenny Santucci,L
s15_the_gauntlet_iii,Katie Cooley,8,Sliders,Paula Meronek,L
s17_the_duel_ii,Katie Cooley,4,Push Over,Jenn Grijalva,L
s18_the_ruins,Katie Cooley,4,Oh-Ring,Sarah Rice,L
s20_cutthroat,Katie Cooley,4,Swat,Ayiiia Elizarrarás,W
s20_cutthroat,Katie Cooley,5,Pole Me Over,Camila Nakagawa,L
s40_battle_of_the_eras,Katie Cooley,2,Pole Wrestle,Aneesa Ferreira,L
s35_total_madness,Kaycee Clark,9,Bombs Away,Kailah Casillas-Bird,W
s36_double_agents,Kaycee Clark,9,Snapping Point,Theresa Jones,W
s37_spies_lies_allies,Kaycee Clark,19,Back Me Up,Nany González,W
s38_ride_or_dies,Kaycee Clark,14/15,Don't Let Me Down,Aneesa Ferreira,L
s38_ride_or_dies,Kaycee Clark,14/15,Don't Let Me Down,Jordan Wiseley,L
s38_ride_or_dies,Kaycee Clark,14/15,Knot So Fast,Aneesa Ferreira,L
s38_ride_or_dies,Kaycee Clark,14/15,Knot So Fast,Jordan Wiseley,L
s40_battle_of_the_eras,Kaycee Clark,9,Cable Connection Showdown,Tori Deal,L
s32_final_reckoning,Kayleigh Morris,3,Think Outside the Box,Natalie Negrotti,W
s32_final_reckoning,Kayleigh Morris,3,Think Outside the Box,Paulie Calafiore,W
s32_final_reckoning,Kayleigh Morris,9,Think Tank,Da'Vonne Rogers,W
s32_final_reckoning,Kayleigh Morris,9,Think Tank,Jozea Flores,W
s16_the_island,KellyAnne Judd,3,The Rack,Rachel Robinson,L
s16_the_island,KellyAnne Judd,8,Water Bound,Dan Walsh,L
s18_the_ruins,KellyAnne Judd,2,Shadowfighter,Evelyn Smith,W
s18_the_ruins,KellyAnne Judd,6,Hog Tie,Veronica Portillo,W
s27_battle_of_the_bloodlines,KellyAnne Judd,6,Ring My Bell,Nany González,W
s27_battle_of_the_bloodlines,KellyAnne Judd,8,Spun Out,Jenna Compono,L
s28_rivals_iii,KellyAnne Judd,7,Chill Out,Amanda Garcia,W
s28_rivals_iii,KellyAnne Judd,7,Chill Out,Nelson Thomas,W
s28_rivals_iii,KellyAnne Judd,9,Hear Me Out,Nany González,L
s28_rivals_iii,KellyAnne Judd,9,Hear Me Out,Wes Bergmann,L
s40_battle_of_the_eras,KellyAnne Judd,2,Take Shelter,Cara Maria Sorbello,L
s37_spies_lies_allies,Kelz Dyke,2,Flipping Agents,Ed Eason,L
s37_spies_lies_allies,Kelz Dyke,2,Flipping Agents,Emy Alupei,L
s08_the_inferno,Kendal Sheppard,14/15,Brick by Brick,Leah Gillingwater,W
s38_ride_or_dies,Kenny Clark,10,Breaking Barriers,Horacio Gutiérrez Jr.,L
s38_ride_or_dies,Kenny Clark,14/15,Don't Let Me Down,Aneesa Ferreira,L
s38_ride_or_dies,Kenny Clark,14/15,Don't Let Me Down,Jordan Wiseley,L
s38_ride_or_dies,Kenny Clark,14/15,Knot So Fast,Aneesa Ferreira,L
s38_ride_or_dies,Kenny Clark,14/15,Knot So Fast,Jordan Wiseley,L
s12_fresh_meat,Kenny Santucci,10,Beach Course,Katie Cooley,W
s12_fresh_meat,Kenny Santucci,10,Beach Course,Big Easy Banks,W
s12_fresh_meat,Kenny Santucci,14,Beach Course,Theo von Kurnatowski,W
s12_fresh_meat,Kenny Santucci,14,Beach Course,Chanda Sneed,W
s13_the_duel,Kenny Santucci,5,Ascender,Nehemiah Clark,L
s16_the_island,Kenny Santucci,1,Leaning Tower,Abram Boise,L
s19_fresh_meat_ii,Kenny Santucci,| 2,| Weight for Me,Sarah Rice,W
s19_fresh_meat_ii,Kenny Santucci,| 2,| Weight for Me,Vinny Foti,W
s21_rivals,Kenny Santucci,| 2,| Blast Off,Davis Mallory,W
s21_rivals,Kenny Santucci,| 2,| Blast Off,Tyri Ballard-Brown,W
s21_rivals,Kenny Santucci,| 4,| Going Up,Brandon Nelson,W
s21_rivals,Kenny Santucci,| 4,| Going Up,Ty Ruff,W
s38_ride_or_dies,Kim Tränka,4,Flipping Wasted,Analyse Talavera,W
s38_ride_or_dies,Kim Tränka,4,Flipping Wasted,Tommy Bracco,W
s38_ride_or_dies,Kim Tränka,5,Give Me Some Slack,Jakk Maddox,L
s38_ride_or_dies,Kim Tränka,5,Give Me Some Slack,Laurel Stucky,L
s17_the_duel_ii,Kimberly Alexander,2,Duel Pole Dancing,Robin Hibbard,W
s17_the_duel_ii,Kimberly Alexander,5,Back Off,Ruthie Alcaide,W
s17_the_duel_ii,Kimberly Alexander,6,Push Over,Jenn Grijalva,L
s18_the_ruins,Kimberly Alexander,5,Spool,Ibis Nieves,W
s18_the_ruins,Kimberly Alexander,8/9,Rag Doll,Susie Meister,L
s11_the_gauntlet_2,Kina Dean,11,Name That Coconut,Cara Zavaleta,W
s11_the_gauntlet_2,Kina Dean,15,Sticky Situation,Jillian Zoboroski,W
s13_the_duel,Kina Dean,12,Push Me,Svetlana Shusterman,L
s39_battle_for_a_new_champion,Kyland Young,4,How I Roll,Hughie Maughan,W
s39_battle_for_a_new_champion,Kyland Young,10,Fire Walker,Darrell Taylor,W
s39_battle_for_a_new_champion,Kyland Young,13,What's Going Down,Brad Fiorenza,W
s39_battle_for_a_new_champion,Kyland Young,15,Conquest Elimination,Horacio Gutiérrez Jr.,L
s39_battle_for_a_new_champion,Kyland Young,16,Conquest Elimination,Horacio Gutiérrez Jr.,L
s40_battle_of_the_eras,Kyland Young,7,Boxster-phobia,Darrell Taylor,W
s40_battle_of_the_eras,Kyland Young,9,Cable Connection Showdown,Devin Walker,W
s32_final_reckoning,Kyle Christie,12,Tread Lightly,Nelson Thomas,L
s32_final_reckoning,Kyle Christie,12,Tread Lightly,Shane Landrum,L
s33_war_of_the_worlds,Kyle Christie,4,Ring Tossed,CT Tamburello,L
s33_war_of_the_worlds,Kyle Christie,10,King of the World,Stephen Bear,W
s33_war_of_the_worlds,Kyle Christie,13,Hall Brawl,Theo Campbell,L
s34_war_of_the_worlds_2,Kyle Christie,8,Running Riot,Theo Campbell,L
s35_total_madness,Kyle Christie,14,Knots of War,Josh Martinez,W
s36_double_agents,Kyle Christie,2,Ring of Spies,Joseph Allen,W
s36_double_agents,Kyle Christie,17,Hall Brawl,Faysal Shafaat,?
s37_spies_lies_allies,Kyle Christie,11,Pole Wrestle,Ed Eason,W
s37_spies_lies_allies,Kyle Christie,15,Burning Bridges,Josh Martinez,W
s37_spies_lies_allies,Kyle Christie,19,Back Me Up,Nelson Thomas,W
s25_free_agents,LaToya Jackson,1,Balls In,Jemmye Carroll,W
s25_free_agents,LaToya Jackson,4,Oppenheimer,Cara Maria Sorbello,L
s29_invasion_of_the_champions,LaToya Jackson,4,Thai Rise,Sylvia Elsrode,L
s23_battle_of_the_seasons_2012,Lacey Buehler,1,Hall Brawl,Cara Maria Sorbello,L
s23_battle_of_the_seasons_2012,Lacey Buehler,1,Hall Brawl,Big Easy Banks,L
s10_the_inferno_ii,Landon Lueck,6,Knock Your Block Off,Karamo Brown,W
s10_the_inferno_ii,Landon Lueck,14,Pegged,Dan Renzi,W
s17_the_duel_ii,Landon Lueck,5,Spot On,Isaac Stout,W
s17_the_duel_ii,Landon Lueck,10,Back Off,Brad Fiorenza,L
s19_fresh_meat_ii,Landon Lueck,6,Weight for Me,CJ Koegel,W
s19_fresh_meat_ii,Landon Lueck,6,Weight for Me,Sydney Walker,W
s19_fresh_meat_ii,Landon Lueck,8/9,Weight for Me: Black Out,Evelyn Smith,W
s19_fresh_meat_ii,Landon Lueck,8/9,Weight for Me: Black Out,Luke Wolfe,W
s27_battle_of_the_bloodlines,Larissa Nakagawa,3/4,Door Slammer,Jenna Compono,L
s07_the_gauntlet,Laterrian Wallace,11,Pole Climb,Alton Williams,L
s23_battle_of_the_seasons_2012,Laura Waller,6,Knot So Fast,Dustin Zito,L
s23_battle_of_the_seasons_2012,Laura Waller,6,Knot So Fast,Nany González,L
s19_fresh_meat_ii,Laurel Stucky,2,Weight for Me,Sarah Rice,W
s19_fresh_meat_ii,Laurel Stucky,2,Weight for Me,Vinny Foti,W
s20_cutthroat,Laurel Stucky,7,Die Hard,Camila Nakagawa,W
s21_rivals,Laurel Stucky,3,Door Jam,Camila Nakagawa,W
s21_rivals,Laurel Stucky,3,Door Jam,Theresa Jones,W
s21_rivals,Laurel Stucky,7,Blast Off,Jasmine Reynaud,W
s21_rivals,Laurel Stucky,7,Blast Off,Jonna Mannion,W
s25_free_agents,Laurel Stucky,5,Balls In,Jasmine Reynaud,W
s25_free_agents,Laurel Stucky,8,Oppenheimer,Aneesa Ferreira,W
s25_free_agents,Laurel Stucky,11,Wrecking Wall,Cara Maria Sorbello,W
s25_free_agents,Laurel Stucky,11,Puzzle Pyramid,Theresa Jones,W
s29_invasion_of_the_champions,Laurel Stucky,9/10,Balls In,Cara Maria Sorbello,W
s29_invasion_of_the_champions,Laurel Stucky,12,Knot So Fast,Camila Nakagawa,L
s34_war_of_the_worlds_2,Laurel Stucky,4,Branched Out,Natalie Duran,L
s38_ride_or_dies,Laurel Stucky,5,Give Me Some Slack,Colleen Schneider,W
s38_ride_or_dies,Laurel Stucky,5,Give Me Some Slack,Kim Tränka,W
s38_ride_or_dies,Laurel Stucky,6,In Your Face,Aneesa Ferreira,L
s38_ride_or_dies,Laurel Stucky,6,In Your Face,Jordan Wiseley,L
