season_id,player,fandom_wins,our_wins,diff
s41_vets_and_new_threats,Leka Sodade,1,1,0
s41_vets_and_new_threats,Leonardo Dionicio,2,3,1
s41_vets_and_new_threats,Michaela Bradshaw,4,4,0
s41_vets_and_new_threats,Nany González,2,0,-2
s41_vets_and_new_threats,Olivia Kaiser,3,2,-1
s41_vets_and_new_threats,Sydney Segal,4,4,0
s41_vets_and_new_threats,Turbo Çamkıran,3,4,1
s41_vets_and_new_threats,Will Gagnon,1,1,0
s41_vets_and_new_threats,Yeremi Hykel,4,2,-2
s05_battle_of_the_seasons,Adam Larson,0,2,2
s05_battle_of_the_seasons,Becky Blasband,0,2,2
s05_battle_of_the_seasons,Belou Den Tex,0,1,1
s05_battle_of_the_seasons,Chadwick Pelletier,0,1,1
s05_battle_of_the_seasons,Chris Melling,0,1,1
s05_battle_of_the_seasons,Coral Smith,0,2,2
s05_battle_of_the_seasons,Dan Setzler,0,3,3
s05_battle_of_the_seasons,Danny Roberts,0,2,2
s05_battle_of_the_seasons,Elka Walker,0,2,2
s05_battle_of_the_seasons,Emily Bailey,0,3,3
s05_battle_of_the_seasons,Flora Alekseyeva,0,2,2
s05_battle_of_the_seasons,Holly Brentson,0,3,3
s05_battle_of_the_seasons,Holly Shand,0,2,2
s05_battle_of_the_seasons,Jisela Delgado,0,2,2
s05_battle_of_the_seasons,Josh Florence,0,2,2
s05_battle_of_the_seasons,Kelley Limp,0,2,2
s05_battle_of_the_seasons,Lindsay Brien,0,1,1
s05_battle_of_the_seasons,Mike Johnson,0,1,1
s05_battle_of_the_seasons,Mike Lambert,0,2,2
s05_battle_of_the_seasons,Mike Mizanin,0,2,2
s05_battle_of_the_seasons,Norman Korpi,0,2,2
s05_battle_of_the_seasons,Piggy Thomas,0,1,1
s05_battle_of_the_seasons,Sean Duffy,0,2,2
s05_battle_of_the_seasons,Sharon Gitau,0,1,1
s05_battle_of_the_seasons,Stephen Williams,0,1,1
s05_battle_of_the_seasons,Tara McDaniel,0,3,3
s05_battle_of_the_seasons,Theo von Kurnatowski,0,3,3
s05_battle_of_the_seasons,Timmy Beggy,0,3,3
s05_battle_of_the_seasons,Veronica Portillo,0,1,1
s05_battle_of_the_seasons,Yes Duffy,0,1,1
s06_battle_of_the_sexes,Aneesa Ferreira,0,1,1
s06_battle_of_the_sexes,Blair Herter,0,3,3
s06_battle_of_the_sexes,Emily Bailey,0,5,5
s06_battle_of_the_sexes,Genesis Moss,0,2,2
s06_battle_of_the_sexes,Gladys Sanabria,0,1,1
s06_battle_of_the_sexes,Jake Bronstein,0,1,1
s06_battle_of_the_sexes,Tonya Cooley,0,2,2
s07_the_gauntlet,Abram Boise,0,8,8
s07_the_gauntlet,Coral Smith,0,6,6
s07_the_gauntlet,Elka Walker,0,2,2
s07_the_gauntlet,Irulan Wilson,0,4,4
s07_the_gauntlet,Katie Cooley,0,2,2
s07_the_gauntlet,Laterrian Wallace,0,7,7
s07_the_gauntlet,Matt Smith,0,1,1
s07_the_gauntlet,Montana McGlynn,0,1,1
s07_the_gauntlet,Rachel Braband,0,3,3
s07_the_gauntlet,Steve Meinke,0,5,5
s07_the_gauntlet,Tina Barta,0,3,3
s07_the_gauntlet,Tonya Cooley,0,1,1
s07_the_gauntlet,Trishelle Cannatella,0,2,2
s08_the_inferno,Jeremy Blossom,0,3,3
s08_the_inferno,Julie Stoffer,0,3,3
s08_the_inferno,Leah Gillingwater,0,4,4
s08_the_inferno,Mallory Snyder,0,3,3
s08_the_inferno,Shane Landrum,0,5,5
s08_the_inferno,Trishelle Cannatella,0,1,1
s09_battle_of_the_sexes_2,Brad Fiorenza,0,4,4
s09_battle_of_the_sexes_2,Ibis Nieves,0,1,1
s09_battle_of_the_sexes_2,Mike Mizanin,0,1,1
s09_battle_of_the_sexes_2,Rachel Robinson,0,1,1
s10_the_inferno_ii,Abram Boise,0,5,5
s10_the_inferno_ii,Beth Stolarczyk,0,3,3
s10_the_inferno_ii,Brad Fiorenza,0,4,4
s10_the_inferno_ii,Jamie Chung,0,8,8
s10_the_inferno_ii,Jodi Weatherton,0,2,2
s10_the_inferno_ii,Julie Stoffer,0,5,5
s10_the_inferno_ii,Karamo Brown,0,3,3
s10_the_inferno_ii,Rachel Robinson,0,7,7
s10_the_inferno_ii,Shavonda Billingslea,0,8,8
s10_the_inferno_ii,Tina Barta,0,2,2
s10_the_inferno_ii,Tonya Cooley,0,6,6
s10_the_inferno_ii,Veronica Portillo,0,4,4
s11_the_gauntlet_2,Jo Rhodes,0,1,1
s14_the_inferno_3,Alton Williams,0,6,6
s14_the_inferno_3,Aneesa Ferreira,0,7,7
s14_the_inferno_3,CT Tamburello,0,9,9
s14_the_inferno_3,Cara Zavaleta,0,6,6
s14_the_inferno_3,Colie,0,3,3
s14_the_inferno_3,Danny Jamieson,0,2,2
s14_the_inferno_3,Davis Mallory,0,6,6
s14_the_inferno_3,Jenn Grijalva,0,2,2
s14_the_inferno_3,Rachel Moyal,0,1,1
s14_the_inferno_3,Timmy Beggy,0,4,4
s14_the_inferno_3,Tyri Ballard-Brown,0,1,1
s15_the_gauntlet_iii,Tyri Ballard-Brown,0,5,5
s16_the_island,Dan Walsh,0,1,1
s18_the_ruins,Adam King,0,1,1
s18_the_ruins,Brad Fiorenza,0,1,1
s18_the_ruins,Casey Cooper,0,1,1
s18_the_ruins,Cohutta Grindstaff,0,1,1
s18_the_ruins,Danny Jamieson,0,1,1
s18_the_ruins,Darrell Taylor,0,7,7
s18_the_ruins,Dunbar Merrill,0,1,1
s18_the_ruins,Evelyn Smith,0,2,2
s18_the_ruins,Ibis Nieves,0,4,4
s18_the_ruins,Johanna Botta,0,5,5
s18_the_ruins,Katie Cooley,0,2,2
s18_the_ruins,KellyAnne Judd,0,1,1
s18_the_ruins,Kimberly Alexander,0,1,1
s18_the_ruins,Sarah Rice,0,1,1
s18_the_ruins,Syrus Yarbrough,0,4,4
s18_the_ruins,Tonya Cooley,0,3,3
s18_the_ruins,Veronica Portillo,0,5,5
s18_the_ruins,Wes Bergmann,0,3,3
s20_cutthroat,Theresa Jones,0,2,2
s21_rivals,Adam Royer,0,1,1
s22_battle_of_the_exes,Sarah Rice,0,1,1
s22_battle_of_the_exes,Vinny Foti,0,1,1
s26_battle_of_the_exes_ii,Jay Mitchell,0,1,1
s30_xxx_dirty_30,Devin Walker,0,1,1
s30_xxx_dirty_30,Jemmye Carroll,0,2,2
s30_xxx_dirty_30,Simone Kelly,0,1,1
s35_total_madness,Kailah Casillas-Bird,0,1,1
s35_total_madness,Kyle Christie,0,1,1
s36_double_agents,Amber Martinez,0,2,2
s36_double_agents,Nicole Zanatta,0,1,1
s39_battle_for_a_new_champion,Melissa Reeves,0,2,2
s40_battle_of_the_eras,Leroy Garrett,0,1,1
s40_battle_of_the_eras,Tony Raines,0,1,1
s41_vets_and_new_threats,Adrienne Naylor,0,1,1
s41_vets_and_new_threats,Ashley Mitchell,0,1,1
s41_vets_and_new_threats,Izzy Fairthorne,0,2,2
s41_vets_and_new_threats,Jonna Mannion,0,1,1
s41_vets_and_new_threats,Nany Gonzalez,0,2,2
s41_vets_and_new_threats,Theo Campbell,0,3,3
