season_id,player,fandom_wins,our_wins,diff
s40_battle_of_the_eras,Mark Long,0,1,1
s40_battle_of_the_eras,Michele Fitzgerald,4,1,-3
s40_battle_of_the_eras,Nehemiah Clark,1,2,1
s40_battle_of_the_eras,Nurys Mateo,0,1,1
s40_battle_of_the_eras,Olivia Kaiser,3,2,-1
s40_battle_of_the_eras,Rachel Robinson,4,3,-1
s40_battle_of_the_eras,Ryan Kehoe,1,2,1
s40_battle_of_the_eras,Theo Campbell,3,1,-2
s40_battle_of_the_eras,Tina Barta,0,2,2
s40_battle_of_the_eras,Tony Raines,0,2,2
s40_battle_of_the_eras,Tori Deal,7,3,-4
s41_vets_and_new_threats,Adrienne Naylor,0,5,5
s41_vets_and_new_threats,America Lopez,0,1,1
s41_vets_and_new_threats,Aneesa Ferreira,0,1,1
s41_vets_and_new_threats,Ashley Mitchell,0,2,2
s41_vets_and_new_threats,CT Tamburello,0,1,1
s41_vets_and_new_threats,Cedric Hodges,2,1,-1
s41_vets_and_new_threats,Gabe Wai,0,2,2
s41_vets_and_new_threats,Izzy Fairthorne,0,2,2
s41_vets_and_new_threats,Jake Cornish,1,2,1
s41_vets_and_new_threats,Jonna Mannion,0,2,2
s41_vets_and_new_threats,Leonardo Dionicio,2,4,2
s41_vets_and_new_threats,Leroy Garrett,0,1,1
s41_vets_and_new_threats,Michaela Bradshaw,4,3,-1
s41_vets_and_new_threats,Nany González,2,3,1
s41_vets_and_new_threats,Sydney Segal,4,3,-1
s41_vets_and_new_threats,Tay Wilcoxson,0,1,1
s41_vets_and_new_threats,Theo Campbell,0,7,7
s41_vets_and_new_threats,Yeremi Hykel,4,2,-2
