season_id,player,episode,game,result
s11_the_gauntlet_2,Brad Fiorenza,1,Royal Rumble,S
s11_the_gauntlet_2,Brad Fiorenza,2,Chock Full o' Coconuts,S
s11_the_gauntlet_2,Brad Fiorenza,3,Team Builders,W
s11_the_gauntlet_2,Brad Fiorenza,4,Moving Pyramid,W
s11_the_gauntlet_2,Brad Fiorenza,5,Spongeworthy,S
s11_the_gauntlet_2,Brad Fiorenza,6,Body Painters,W
s11_the_gauntlet_2,Brad Fiorenza,7,Rickshaw Races,S
s11_the_gauntlet_2,Brad Fiorenza,8,Team Strength,S
s11_the_gauntlet_2,Brad Fiorenza,9,Balancing Act,S
s11_the_gauntlet_2,Brad Fiorenza,10,Buck-A-Neer,S
s11_the_gauntlet_2,Brad Fiorenza,11,Pull Me,W
s11_the_gauntlet_2,Brad Fiorenza,12,Spare Tires,W
s11_the_gauntlet_2,Brad Fiorenza,13,Easy Does It,S
s11_the_gauntlet_2,Brad Fiorenza,14,The Pit,L
s13_the_duel,Brad Fiorenza,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s13_the_duel,Brad Fiorenza,1/2,Reaching Out,S
s13_the_duel,Brad Fiorenza,2/3,Ring Toss,S
s13_the_duel,Brad Fiorenza,3,Pass with Care,S
s13_the_duel,Brad Fiorenza,4,Roller Derby,W
s13_the_duel,Brad Fiorenza,5,Push Over,S
s13_the_duel,Brad Fiorenza,6,Flying Leap,S
s13_the_duel,Brad Fiorenza,7,Throwback,S
s13_the_duel,Brad Fiorenza,8,Rafty Race,S
s13_the_duel,Brad Fiorenza,9,Pole Dance,S
s13_the_duel,Brad Fiorenza,10,Dine-N-Dash,S
s13_the_duel,Brad Fiorenza,11,Stacking Stairs,L
s13_the_duel,Brad Fiorenza,12,Ice Breakers,S
s13_the_duel,Brad Fiorenza,13,Sunken Treasure,S
s13_the_duel,Brad Fiorenza,14,Around the Block,S
s13_the_duel,Brad Fiorenza,15,Paddle Me,L
s13_the_duel,Brad Fiorenza,16,The Rio Deal,?
s15_the_gauntlet_iii,Brad Fiorenza,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s15_the_gauntlet_iii,Brad Fiorenza,1,Tug of War,W
s15_the_gauntlet_iii,Brad Fiorenza,1,Piñata Pit,W
s15_the_gauntlet_iii,Brad Fiorenza,2,Screw You,W
s15_the_gauntlet_iii,Brad Fiorenza,2,Roped In,W
s15_the_gauntlet_iii,Brad Fiorenza,3,Wring Out,W
s15_the_gauntlet_iii,Brad Fiorenza,3,Blind Man's Maze,S
s15_the_gauntlet_iii,Brad Fiorenza,4,Push It,W
s15_the_gauntlet_iii,Brad Fiorenza,4,Man Overboard,W
s15_the_gauntlet_iii,Brad Fiorenza,5,Assembly Required,S
s15_the_gauntlet_iii,Brad Fiorenza,5,Walk the Plank,W
s15_the_gauntlet_iii,Brad Fiorenza,6,Pole Push,W
s15_the_gauntlet_iii,Brad Fiorenza,6,I Dig You,W
s15_the_gauntlet_iii,Brad Fiorenza,7,Over the Edge,S
s15_the_gauntlet_iii,Brad Fiorenza,7,Mexican Blanket,W
s15_the_gauntlet_iii,Brad Fiorenza,8/9,Chill Out,S
s15_the_gauntlet_iii,Brad Fiorenza,8/9,Well-Balanced,S
s15_the_gauntlet_iii,Brad Fiorenza,9,Army Strong,?
s17_the_duel_ii,Brad Fiorenza,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s17_the_duel_ii,Brad Fiorenza,1/2,Last Man Standing,S
s17_the_duel_ii,Brad Fiorenza,2,Freezing as Puck,S
s17_the_duel_ii,Brad Fiorenza,3,All Shook Up,S
s17_the_duel_ii,Brad Fiorenza,4,Luging My Mind,S
s17_the_duel_ii,Brad Fiorenza,5,Don't Let Go,S
s17_the_duel_ii,Brad Fiorenza,6,Dangle Duo,S
s17_the_duel_ii,Brad Fiorenza,7,Burnt,S
s17_the_duel_ii,Brad Fiorenza,8,Upside Downer,S
s17_the_duel_ii,Brad Fiorenza,9/10,Spelling Air,L
s17_the_duel_ii,Brad Fiorenza,10,,?
s17_the_duel_ii,Brad Fiorenza,10,Final Challenge,?
s18_the_ruins,Brad Fiorenza,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s18_the_ruins,Brad Fiorenza,1,Chain Gang,S
s18_the_ruins,Brad Fiorenza,2,Swing on By,S
s18_the_ruins,Brad Fiorenza,3,Repo Race,S
s18_the_ruins,Brad Fiorenza,4,Burning Bridge,S
s18_the_ruins,Brad Fiorenza,5,Block Party,S
s18_the_ruins,Brad Fiorenza,6,Fruits of Your Labor,S
s18_the_ruins,Brad Fiorenza,7,Rotary Club,S
s18_the_ruins,Brad Fiorenza,8,,?
s20_cutthroat,Brad Fiorenza,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s20_cutthroat,Brad Fiorenza,1,Gas Problems,S
s20_cutthroat,Brad Fiorenza,2,Brain Buster,S
s20_cutthroat,Brad Fiorenza,3,Bed Head,W
s20_cutthroat,Brad Fiorenza,4,Bottleneck Stampede,W
s20_cutthroat,Brad Fiorenza,5,Surf's Up,S
s20_cutthroat,Brad Fiorenza,6,Sky Hook,S
s20_cutthroat,Brad Fiorenza,7,Gimme a Hand,S
s20_cutthroat,Brad Fiorenza,8/9,High Ball,S
s20_cutthroat,Brad Fiorenza,9/10,Riot Act,S
s20_cutthroat,Brad Fiorenza,10,Czech Point,W
s31_vendettas,Brad Fiorenza,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s31_vendettas,Brad Fiorenza,1,Get Off the Rock,S
s31_vendettas,Brad Fiorenza,2/3,Who's Got Balls?,S
s31_vendettas,Brad Fiorenza,3/4,Vendettas,S
s31_vendettas,Brad Fiorenza,4/5,Food Wars,S
s31_vendettas,Brad Fiorenza,6/7,Gasping for Air,L
s31_vendettas,Brad Fiorenza,7/8,Puppet Master,W
s31_vendettas,Brad Fiorenza,8/9,Car Crash,S
s31_vendettas,Brad Fiorenza,9/10,Kickin' Ass,W
s31_vendettas,Brad Fiorenza,11,This Land is My Land,L
s31_vendettas,Brad Fiorenza,12,Spanish Treasure,W
s31_vendettas,Brad Fiorenza,12/13,"Help Me, Rhonda",S
s31_vendettas,Brad Fiorenza,13,Outside the Box,L
s32_final_reckoning,Brad Fiorenza,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s32_final_reckoning,Brad Fiorenza,1,Opening Challenge,S
s32_final_reckoning,Brad Fiorenza,2/3,Wreck Yourself,W
s32_final_reckoning,Brad Fiorenza,5,Shark Bait,W
s32_final_reckoning,Brad Fiorenza,6/7,Off the Rails,S
s32_final_reckoning,Brad Fiorenza,7/8,Dig Deep,S
s32_final_reckoning,Brad Fiorenza,8/9,Don't Push Me Around,S
s32_final_reckoning,Brad Fiorenza,10/11,Dunking for Dinner,S
s32_final_reckoning,Brad Fiorenza,11/12,Sky Bridge,L
s40_battle_of_the_eras,Brad Fiorenza,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s40_battle_of_the_eras,Brad Fiorenza,1/2,Light It Up,S
s40_battle_of_the_eras,Brad Fiorenza,3,Gladieater,S
s40_battle_of_the_eras,Brad Fiorenza,4,Cradled Cranium,S
s40_battle_of_the_eras,Brad Fiorenza,5,Fast Pass,S
s40_battle_of_the_eras,Brad Fiorenza,6,Cloud Catcher,L
s19_fresh_meat_ii,Brandon Nelson,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s19_fresh_meat_ii,Brandon Nelson,1,Dirty Mouth,S
s19_fresh_meat_ii,Brandon Nelson,2,I'll Be There for You,S
s19_fresh_meat_ii,Brandon Nelson,3,Water Logged,S
s19_fresh_meat_ii,Brandon Nelson,4,King of the Wall,?
s20_cutthroat,Brandon Nelson,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s20_cutthroat,Brandon Nelson,1,Gas Problems,L
s20_cutthroat,Brandon Nelson,2,Brain Buster,L
s20_cutthroat,Brandon Nelson,3,Bed Head,W
s20_cutthroat,Brandon Nelson,4,Bottleneck Stampede,W
s20_cutthroat,Brandon Nelson,5,Surf's Up,L
s20_cutthroat,Brandon Nelson,6,Sky Hook,L
s21_rivals,Brandon Nelson,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s21_rivals,Brandon Nelson,1,High Dive,S
s21_rivals,Brandon Nelson,2,Car Crusher,S
s21_rivals,Brandon Nelson,3,Sync or Swim,S
s21_rivals,Brandon Nelson,4,Hammock Crawl,L
s23_battle_of_the_seasons_2012,Brandon Nelson,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s23_battle_of_the_seasons_2012,Brandon Nelson,1,Don't Cross Me,S
s23_battle_of_the_seasons_2012,Brandon Nelson,2,Oil Change,S
s23_battle_of_the_seasons_2012,Brandon Nelson,3,"Hook, Line and Sinker",L
s25_free_agents,Brandon Nelson,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s25_free_agents,Brandon Nelson,1,Out on a Ledge,S
s25_free_agents,Brandon Nelson,2,Auto Body Rally,S
s25_free_agents,Brandon Nelson,3,Bar Crawl,W
s25_free_agents,Brandon Nelson,4,Bounce Out,L
s40_battle_of_the_eras,Brandon Nelson,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s40_battle_of_the_eras,Brandon Nelson,1/2,Light It Up,L
s25_free_agents,Brandon Swift,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s25_free_agents,Brandon Swift,1,Out on a Ledge,W
s25_free_agents,Brandon Swift,2,Auto Body Rally,S
s25_free_agents,Brandon Swift,3,Bar Crawl,S
s25_free_agents,Brandon Swift,4,Bounce Out,W
s25_free_agents,Brandon Swift,5,Piggy Back,W
s25_free_agents,Brandon Swift,6,Smarty Pants,L
s28_rivals_iii,Brandon Tindel,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s28_rivals_iii,Brandon Tindel,1/2,Give Me Some Slack,S
s28_rivals_iii,Brandon Tindel,3,Dirty Laundry,S
s28_rivals_iii,Brandon Tindel,4,,?
s28_rivals_iii,Briana LaCuesta,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s28_rivals_iii,Briana LaCuesta,1/2,Give Me Some Slack,S
s28_rivals_iii,Briana LaCuesta,3,Dirty Laundry,S
s28_rivals_iii,Briana LaCuesta,4,,?
s30_xxx_dirty_30,Briana LaCuesta,1,Not in Game,?
s30_xxx_dirty_30,Briana LaCuesta,2/3,Cool Under Fire,L
s27_battle_of_the_bloodlines,Brianna Julig,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s27_battle_of_the_bloodlines,Brianna Julig,1,Water Battle,S
s27_battle_of_the_bloodlines,Brianna Julig,2,Family Dinner,S
s27_battle_of_the_bloodlines,Brianna Julig,3/4,Meet Me Halfway,W
s27_battle_of_the_bloodlines,Brianna Julig,4/5,Air to the Throne,W
s27_battle_of_the_bloodlines,Brianna Julig,6,Family Connection,W
s27_battle_of_the_bloodlines,Brianna Julig,7,Hand Me Down,W
s27_battle_of_the_bloodlines,Brianna Julig,8,Too Clingy,W
s27_battle_of_the_bloodlines,Brianna Julig,9,Air Pockets,W
s27_battle_of_the_bloodlines,Brianna Julig,10,Weight for Me,S
s27_battle_of_the_bloodlines,Brianna Julig,11,Truck Crossing,S
s27_battle_of_the_bloodlines,Brianna Julig,12/13,Final Challenge,?
s18_the_ruins,Brianna Taylor,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s18_the_ruins,Brianna Taylor,1,Chain Gang,S
s18_the_ruins,Brianna Taylor,2,Swing on By,S
s18_the_ruins,Brianna Taylor,3,Repo Race,L
s30_xxx_dirty_30,Britni Thornton,1,The Purge,S
s30_xxx_dirty_30,Britni Thornton,1,The Purge,W
s30_xxx_dirty_30,Britni Thornton,1,The Purge,S
s30_xxx_dirty_30,Britni Thornton,2/3,Cool Under Fire,L
s30_xxx_dirty_30,Britni Thornton,3/4,Battle Royale,S
s30_xxx_dirty_30,Britni Thornton,6/7,Pirates' Treasure,S
s30_xxx_dirty_30,Britni Thornton,7/8,Ups and Downs,S
s30_xxx_dirty_30,Britni Thornton,8/9,Talk Thirty to Me,L
s30_xxx_dirty_30,Britni Thornton,11/12,Saved by the Bell,S
s30_xxx_dirty_30,Britni Thornton,12/13,Blackout,W
s30_xxx_dirty_30,Britni Thornton,14,Backstabber,L
s31_vendettas,Britni Thornton,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s31_vendettas,Britni Thornton,1,Get Off the Rock,S
s31_vendettas,Britni Thornton,2/3,Who's Got Balls?,W
s31_vendettas,Britni Thornton,3/4,Vendettas,S
s31_vendettas,Britni Thornton,4/5,Food Wars,S
s31_vendettas,Britni Thornton,6/7,Gasping for Air,S
s31_vendettas,Britni Thornton,7/8,Puppet Master,S
s31_vendettas,Britni Thornton,8/9,Car Crash,S
s31_vendettas,Britni Thornton,9/10,Kickin' Ass,S
s31_vendettas,Britni Thornton,11,This Land is My Land,L
s32_final_reckoning,Britni Thornton,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s32_final_reckoning,Britni Thornton,1,Opening Challenge,L
s32_final_reckoning,Britni Thornton,},,?
s26_battle_of_the_exes_ii,Brittany Baldi,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s26_battle_of_the_exes_ii,Brittany Baldi,1,I Got You Babe,L
s26_battle_of_the_exes_ii,Brittany Baldi,2,Rounding the Bases,S
s26_battle_of_the_exes_ii,Brittany Baldi,3,"On Again, Off Again",L
s26_battle_of_the_exes_ii,Brittany Baldi,4,The Brush Off,L
s26_battle_of_the_exes_ii,Brittany Baldi,5,Open Arms,S
s26_battle_of_the_exes_ii,Brittany Baldi,6/7,Don't Forget About Me,L
s17_the_duel_ii,Brittini Sherrod,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s17_the_duel_ii,Brittini Sherrod,1/2,Last Man Standing,S
s17_the_duel_ii,Brittini Sherrod,2,Freezing as Puck,S
s17_the_duel_ii,Brittini Sherrod,3,All Shook Up,L
s17_the_duel_ii,Brittini Sherrod,4,Luging My Mind,W
s17_the_duel_ii,Brittini Sherrod,5,Don't Let Go,S
s17_the_duel_ii,Brittini Sherrod,6,Dangle Duo,W
s17_the_duel_ii,Brittini Sherrod,7,Burnt,W
s17_the_duel_ii,Brittini Sherrod,8,Upside Downer,S
s17_the_duel_ii,Brittini Sherrod,9/10,Spelling Air,S
s17_the_duel_ii,Brittini Sherrod,10,,?
s17_the_duel_ii,Brittini Sherrod,10,Final Challenge,?
s15_the_gauntlet_iii,Brooke LaBarbera,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s15_the_gauntlet_iii,Brooke LaBarbera,1,Tug of War,S
s15_the_gauntlet_iii,Brooke LaBarbera,1,Piñata Pit,S
s15_the_gauntlet_iii,Brooke LaBarbera,2,Screw You,S
s15_the_gauntlet_iii,Brooke LaBarbera,2,Roped In,S
s15_the_gauntlet_iii,Brooke LaBarbera,3,Wring Out,L
s17_the_duel_ii,Brooke LaBarbera,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s17_the_duel_ii,Brooke LaBarbera,1/2,Last Man Standing,S
s17_the_duel_ii,Brooke LaBarbera,2,Freezing as Puck,S
s17_the_duel_ii,Brooke LaBarbera,3,All Shook Up,L
s19_fresh_meat_ii,CJ Koegel,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s19_fresh_meat_ii,CJ Koegel,1,Dirty Mouth,S
s19_fresh_meat_ii,CJ Koegel,2,I'll Be There for You,S
s19_fresh_meat_ii,CJ Koegel,3,Water Logged,S
s19_fresh_meat_ii,CJ Koegel,4,King of the Wall,S
s19_fresh_meat_ii,CJ Koegel,5,Drop Out,S
s19_fresh_meat_ii,CJ Koegel,6,Turn Style,L
s23_battle_of_the_seasons_2012,CJ Koegel,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s23_battle_of_the_seasons_2012,CJ Koegel,1,Don't Cross Me,W
s23_battle_of_the_seasons_2012,CJ Koegel,2,Oil Change,S
s23_battle_of_the_seasons_2012,CJ Koegel,3,"Hook, Line and Sinker",S
s23_battle_of_the_seasons_2012,CJ Koegel,4/5,Don't Weigh Me Down,W
s23_battle_of_the_seasons_2012,CJ Koegel,5,Chairman of the Board,S
s23_battle_of_the_seasons_2012,CJ Koegel,6,Insane Games,S
s23_battle_of_the_seasons_2012,CJ Koegel,7,Logged Out,S
s23_battle_of_the_seasons_2012,CJ Koegel,8,Hunger Games,L
s08_the_inferno,CT Tamburello,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s08_the_inferno,CT Tamburello,1,Grope the Rope,S
s08_the_inferno,CT Tamburello,2,Bird Feeder,S
s08_the_inferno,CT Tamburello,3,Wreck N' Roll,S
s08_the_inferno,CT Tamburello,4,Climbing Wall,W
s08_the_inferno,CT Tamburello,5,Disco Domino Derby,S
s08_the_inferno,CT Tamburello,6,Balls Out,W
s08_the_inferno,CT Tamburello,7,Ultimate Saturn Road Trip,S
s08_the_inferno,CT Tamburello,8,Don't Yank My Chain,S
s08_the_inferno,CT Tamburello,9,Come Sail Away,S
s08_the_inferno,CT Tamburello,10,Bungee Bound,L
s08_the_inferno,CT Tamburello,11,Twist and Shoot,S
s08_the_inferno,CT Tamburello,12,Balcony Swing,W
s08_the_inferno,CT Tamburello,13,Fallen Angels,S
s08_the_inferno,CT Tamburello,14/15,Saturn Valet Ballet,S
s08_the_inferno,CT Tamburello,15/16,Window Washing,S
s08_the_inferno,CT Tamburello,17,Seven Deadly Sins,?
s10_the_inferno_ii,CT Tamburello,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s10_the_inferno_ii,CT Tamburello,1,Surf Torture,S
s10_the_inferno_ii,CT Tamburello,2,Juice It Up,W
s10_the_inferno_ii,CT Tamburello,3,X Marks the Spot,S
s10_the_inferno_ii,CT Tamburello,4,Run for Your Money,S
s10_the_inferno_ii,CT Tamburello,5,Shirt Off My Back,S
s10_the_inferno_ii,CT Tamburello,6,Dodge Yer Balls,W
s10_the_inferno_ii,CT Tamburello,7,Fill in the Gaps,S
s10_the_inferno_ii,CT Tamburello,8,Zip Up,W
s10_the_inferno_ii,CT Tamburello,9,Never Ending Climb,S
s10_the_inferno_ii,CT Tamburello,10,What a Drag,W
s10_the_inferno_ii,CT Tamburello,11,Riddle Me This,S
s10_the_inferno_ii,CT Tamburello,12,Time to Ride,S
s10_the_inferno_ii,CT Tamburello,13,If Memory Serves,S
s10_the_inferno_ii,CT Tamburello,14,Crab Grab,W
s10_the_inferno_ii,CT Tamburello,15,Heart Rate Bungee,W
s10_the_inferno_ii,CT Tamburello,16,Montezuma's Revenge,?
s13_the_duel,CT Tamburello,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s13_the_duel,CT Tamburello,1/2,Reaching Out,S
s13_the_duel,CT Tamburello,2/3,Ring Toss,S
s13_the_duel,CT Tamburello,3,Pass with Care,S
s13_the_duel,CT Tamburello,4,Roller Derby,S
s13_the_duel,CT Tamburello,5,Push Over,S
s13_the_duel,CT Tamburello,6,Flying Leap,W
s13_the_duel,CT Tamburello,7,Throwback,S
s13_the_duel,CT Tamburello,8,Rafty Race,W
s13_the_duel,CT Tamburello,9,Pole Dance,S
s13_the_duel,CT Tamburello,10,Dine-N-Dash,S
s13_the_duel,CT Tamburello,11,Stacking Stairs,S
s13_the_duel,CT Tamburello,12,Ice Breakers,S
s13_the_duel,CT Tamburello,13,Sunken Treasure,L
s13_the_duel,CT Tamburello,14,Around the Block,W
s13_the_duel,CT Tamburello,15,Paddle Me,?
s14_the_inferno_3,CT Tamburello,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s14_the_inferno_3,CT Tamburello,1,,?
s15_the_gauntlet_iii,CT Tamburello,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s15_the_gauntlet_iii,CT Tamburello,1,Tug of War,W
s15_the_gauntlet_iii,CT Tamburello,1,Piñata Pit,W
s15_the_gauntlet_iii,CT Tamburello,2,Screw You,W
s15_the_gauntlet_iii,CT Tamburello,2,Roped In,W
s15_the_gauntlet_iii,CT Tamburello,3,Wring Out,W
s15_the_gauntlet_iii,CT Tamburello,3,Blind Man's Maze,S
s15_the_gauntlet_iii,CT Tamburello,4,Push It,W
s15_the_gauntlet_iii,CT Tamburello,4,Man Overboard,W
s15_the_gauntlet_iii,CT Tamburello,5,Assembly Required,S
s15_the_gauntlet_iii,CT Tamburello,5,Walk the Plank,W
s15_the_gauntlet_iii,CT Tamburello,6,Pole Push,W
s15_the_gauntlet_iii,CT Tamburello,6,I Dig You,W
s15_the_gauntlet_iii,CT Tamburello,7,Over the Edge,S
s15_the_gauntlet_iii,CT Tamburello,7,Mexican Blanket,W
s15_the_gauntlet_iii,CT Tamburello,8/9,Chill Out,S
s15_the_gauntlet_iii,CT Tamburello,8/9,Well-Balanced,S
s15_the_gauntlet_iii,CT Tamburello,9,Army Strong,?
s17_the_duel_ii,CT Tamburello,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s17_the_duel_ii,CT Tamburello,1,,?
s21_rivals,CT Tamburello,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s21_rivals,CT Tamburello,1,High Dive,S
s21_rivals,CT Tamburello,2,Car Crusher,W
s21_rivals,CT Tamburello,3,Sync or Swim,W
s21_rivals,CT Tamburello,4,Hammock Crawl,S
s21_rivals,CT Tamburello,5,Against the Current,S
s21_rivals,CT Tamburello,6,Catch and Release,L
s21_rivals,CT Tamburello,7,Sawed Off,S
s21_rivals,CT Tamburello,8/9,Bombs Away,L
s22_battle_of_the_exes,CT Tamburello,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s22_battle_of_the_exes,CT Tamburello,1,Give Me Some Honey,S
s22_battle_of_the_exes,CT Tamburello,2,Hook Up,S
s22_battle_of_the_exes,CT Tamburello,3,Mental Connection,S
s22_battle_of_the_exes,CT Tamburello,4,Rolling in the Deep,S
s22_battle_of_the_exes,CT Tamburello,5,Don't Rock the Boat,S
s22_battle_of_the_exes,CT Tamburello,6,Lube Me Up,S
s22_battle_of_the_exes,CT Tamburello,7/8,Race to the Altar,W
s22_battle_of_the_exes,CT Tamburello,8/9,Feel the Burn,W
s22_battle_of_the_exes,CT Tamburello,9/10,Viking Quest,?
s24_rivals_ii,CT Tamburello,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s24_rivals_ii,CT Tamburello,1,Game of Inches,S
s24_rivals_ii,CT Tamburello,2,XXX Games,S
s24_rivals_ii,CT Tamburello,3,Mind Over Splatter,S
s24_rivals_ii,CT Tamburello,4,Stumped,S
s24_rivals_ii,CT Tamburello,5,Frog Smash,W
s24_rivals_ii,CT Tamburello,6,Frenemies,S
s24_rivals_ii,CT Tamburello,7,Blind Leading the Blind,S
s24_rivals_ii,CT Tamburello,8,Swingers,W
s24_rivals_ii,CT Tamburello,9,Rampage,W
s24_rivals_ii,CT Tamburello,10/11,Color Correction,?
s24_rivals_ii,CT Tamburello,11/12,Dream Island,W
s24_rivals_ii,CT Tamburello,11/12,Nightmare Island,W
s25_free_agents,CT Tamburello,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s25_free_agents,CT Tamburello,1,Out on a Ledge,W
s25_free_agents,CT Tamburello,2,Auto Body Rally,S
s25_free_agents,CT Tamburello,3,Bar Crawl,S
s25_free_agents,CT Tamburello,4,Bounce Out,W
s25_free_agents,CT Tamburello,5,Piggy Back,S
s25_free_agents,CT Tamburello,6,Smarty Pants,S
s25_free_agents,CT Tamburello,7,Sausage Party,S
s25_free_agents,CT Tamburello,8,Hold That Pose,W
s25_free_agents,CT Tamburello,9,Dug Out,W
s25_free_agents,CT Tamburello,10/11,Crossover,L
s25_free_agents,CT Tamburello,11,,?
s26_battle_of_the_exes_ii,CT Tamburello,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s26_battle_of_the_exes_ii,CT Tamburello,1,I Got You Babe,S
s26_battle_of_the_exes_ii,CT Tamburello,2,Rounding the Bases,S
s26_battle_of_the_exes_ii,CT Tamburello,3,,?
s29_invasion_of_the_champions,CT Tamburello,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s29_invasion_of_the_champions,CT Tamburello,1/2,Not in Game,?
s29_invasion_of_the_champions,CT Tamburello,3,Not in Game,?
s29_invasion_of_the_champions,CT Tamburello,4,Not in Game,?
s29_invasion_of_the_champions,CT Tamburello,5/6,Knockout,S
s29_invasion_of_the_champions,CT Tamburello,7,Roll with the Punches,S
s29_invasion_of_the_champions,CT Tamburello,8,Curry Up,S
s29_invasion_of_the_champions,CT Tamburello,9/10,Fallout,W
s29_invasion_of_the_champions,CT Tamburello,10,Crossover,S
s29_invasion_of_the_champions,CT Tamburello,11/12,X-It,S
s29_invasion_of_the_champions,CT Tamburello,12/13,Caved In,L
s29_invasion_of_the_champions,CT Tamburello,13/14/15,Final Challenge,W
s29_invasion_of_the_champions,CT Tamburello,13/14/15,Final Challenge,W
s29_invasion_of_the_champions,CT Tamburello,13/14/15,Final Challenge,W
s30_xxx_dirty_30,CT Tamburello,1,Not in Game,?
s30_xxx_dirty_30,CT Tamburello,2/3,Cool Under Fire,W
s30_xxx_dirty_30,CT Tamburello,3/4,Battle Royale,W
s30_xxx_dirty_30,CT Tamburello,6/7,Pirates' Treasure,W
s30_xxx_dirty_30,CT Tamburello,7/8,Ups and Downs,W
s30_xxx_dirty_30,CT Tamburello,8/9,Talk Thirty to Me,S
s30_xxx_dirty_30,CT Tamburello,11/12,Saved by the Bell,W
s30_xxx_dirty_30,CT Tamburello,12/13,Blackout,L
s30_xxx_dirty_30,CT Tamburello,14,In Redemption House,?
s30_xxx_dirty_30,CT Tamburello,15/16,X Marks the Spot,W
s30_xxx_dirty_30,CT Tamburello,15/16,Snaking Your Way Back In,S
s30_xxx_dirty_30,CT Tamburello,16/17,Final Challenge,?
s30_xxx_dirty_30,CT Tamburello,16/17,Final Challenge,?
s30_xxx_dirty_30,CT Tamburello,16/17,Final Challenge,?
s32_final_reckoning,CT Tamburello,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s32_final_reckoning,CT Tamburello,1,Opening Challenge,S
s32_final_reckoning,CT Tamburello,2/3,Wreck Yourself,S
s32_final_reckoning,CT Tamburello,5,Shark Bait,L
s33_war_of_the_worlds,CT Tamburello,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s33_war_of_the_worlds,CT Tamburello,1,Impending Dune,S
s33_war_of_the_worlds,CT Tamburello,2,Arms-a-geddon Tired,S
s33_war_of_the_worlds,CT Tamburello,3,Search and Destroy,S
s33_war_of_the_worlds,CT Tamburello,4,Fallout,L
s34_war_of_the_worlds_2,CT Tamburello,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s34_war_of_the_worlds_2,CT Tamburello,1,Trench Warfare,S
s34_war_of_the_worlds_2,CT Tamburello,2,Cryptic Crossbow,S
s34_war_of_the_worlds_2,CT Tamburello,3,Paddlewheel Puzzle,S
